left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.7289252281188965, 0.4910835027694702, 0.0671108067035675]","[0.7107161283493042, 0.4853891134262085, 0.048831675201654434]","[0.6868786215782166, 0.48375600576400757, 0.04128775745630264]","[0.6623897552490234, 0.48844394087791443, 0.04450887814164162]","[0.6861846446990967, 0.49267879128456116, 0.04040246456861496]","[0.7116066217422485, 0.4932342767715454, 0.048159852623939514]","[0.5737221837043762, 0.4863767921924591, 0.029675951227545738]","[0.5477467179298401, 0.4806762635707855, 0.0200620349496603]","[0.5231336355209351, 0.481742799282074, 0.02045254223048687]","[0.5015750527381897, 0.48668915033340454, 0.03387519344687462]","[0.5225708484649658, 0.4895402193069458, 0.020486872643232346]","[0.5492585897445679, 0.48973798751831055, 0.019480986520648003]","[0.5225708484649658, 0.4895402193069458, 0.020486872643232346]","[0.5516480207443237, 0.5803875923156738, -0.03157508745789528]","[0.606255054473877, 0.5750582218170166, -0.05343477800488472]","[0.6406993865966797, 0.5754263997077942, -0.04818196967244148]","[0.6832106709480286, 0.5814431309700012, -0.01377156376838684]","[0.6406041383743286, 0.5761297941207886, -0.05143512040376663]","[0.6065439581871033, 0.5758891701698303, -0.05720260366797447]","[0.6217989325523376, 0.4042075276374817, 0.045750342309474945]","[0.6174125075340271, 0.6579283475875854, -0.056816935539245605]"
"[0.7284982204437256, 0.49158570170402527, 0.06611104309558868]","[0.7102855443954468, 0.4859479069709778, 0.047780536115169525]","[0.6864341497421265, 0.4842910170555115, 0.04029481112957001]","[0.6618647575378418, 0.4889467656612396, 0.043728768825531006]","[0.6856763958930969, 0.49315837025642395, 0.03956395015120506]","[0.7110900282859802, 0.49370038509368896, 0.04723336920142174]","[0.573110818862915, 0.48678523302078247, 0.02936166524887085]","[0.5471236705780029, 0.48104846477508545, 0.01973472163081169]","[0.5224462747573853, 0.48207974433898926, 0.020272335037589073]","[0.5009344220161438, 0.48698264360427856, 0.03388671204447746]","[0.5218997001647949, 0.4898824095726013, 0.02039778232574463]","[0.5486185550689697, 0.4901173710823059, 0.01927073486149311]","[0.5218997001647949, 0.4898824095726013, 0.02039778232574463]","[0.5516806840896606, 0.5809352993965149, -0.03083907440304756]","[0.6057534217834473, 0.5756704807281494, -0.052982620894908905]","[0.6399688720703125, 0.5760177373886108, -0.04788755998015404]","[0.6823962926864624, 0.5818979740142822, -0.01359994150698185]","[0.6398840546607971, 0.5768284797668457, -0.0509021170437336]","[0.6059892773628235, 0.5765936374664307, -0.05649452656507492]","[0.6213812828063965, 0.4048248529434204, 0.04416777193546295]","[0.6167032718658447, 0.6582323908805847, -0.05503319948911667]"
"[0.7280142307281494, 0.49132803082466125, 0.06572070717811584]","[0.7098562717437744, 0.48558685183525085, 0.047444652765989304]","[0.6858886480331421, 0.4839465618133545, 0.040022414177656174]","[0.6612597107887268, 0.4888424873352051, 0.04348592460155487]","[0.6851152181625366, 0.493035227060318, 0.03926512226462364]","[0.7105748653411865, 0.4935395121574402, 0.046894919127225876]","[0.5725628137588501, 0.4867025911808014, 0.029332637786865234]","[0.5465575456619263, 0.48073434829711914, 0.019778698682785034]","[0.5218117237091064, 0.48173320293426514, 0.020343327894806862]","[0.500430166721344, 0.4867406487464905, 0.03395882621407509]","[0.5213662385940552, 0.4897497892379761, 0.020444240421056747]","[0.5480579733848572, 0.49002334475517273, 0.01926545798778534]","[0.5213662385940552, 0.4897497892379761, 0.020444240421056747]","[0.5512058138847351, 0.5810211896896362, -0.03045826591551304]","[0.6051248908042908, 0.5757874846458435, -0.052748654037714005]","[0.6393128037452698, 0.5761309862136841, -0.04773322865366936]","[0.6818419694900513, 0.5819970369338989, -0.013518738560378551]","[0.6392311453819275, 0.5769745111465454, -0.050628241151571274]","[0.6054096817970276, 0.576745867729187, -0.05611632391810417]","[0.6208411455154419, 0.40463078022003174, 0.04352860897779465]","[0.6160266399383545, 0.6583547592163086, -0.054594896733760834]"
"[0.7277048826217651, 0.49140650033950806, 0.06544803082942963]","[0.7094455361366272, 0.48574432730674744, 0.047163840383291245]","[0.6855053901672363, 0.48409852385520935, 0.03976903110742569]","[0.6608694791793823, 0.4888790249824524, 0.04331706091761589]","[0.6847653985023499, 0.4930788278579712, 0.03906361013650894]","[0.7102563977241516, 0.493579626083374, 0.046648770570755005]","[0.5720850229263306, 0.48678848147392273, 0.029380064457654953]","[0.5460477471351624, 0.48096758127212524, 0.019833602011203766]","[0.5213298797607422, 0.481980562210083, 0.02046956866979599]","[0.4999273419380188, 0.4869219958782196, 0.03415649011731148]","[0.5208659172058105, 0.4898926913738251, 0.020589224994182587]","[0.5475717186927795, 0.4901425242424011, 0.019354263320565224]","[0.5208659172058105, 0.4898926913738251, 0.020589224994182587]","[0.5509582757949829, 0.5811468958854675, -0.030347255989909172]","[0.60479736328125, 0.5758312344551086, -0.05273778736591339]","[0.6390177607536316, 0.5761650800704956, -0.047780878841876984]","[0.6816080212593079, 0.5820813775062561, -0.013621118851006031]","[0.6389585137367249, 0.5770797729492188, -0.05062033608555794]","[0.6051065921783447, 0.5768603682518005, -0.056038983166217804]","[0.6202302575111389, 0.4045868515968323, 0.04349157586693764]","[0.6159216165542603, 0.6586096286773682, -0.05449599027633667]"
"[0.7274838089942932, 0.4912330210208893, 0.06514273583889008]","[0.7091113328933716, 0.48531585931777954, 0.04693751782178879]","[0.6849203109741211, 0.48371192812919617, 0.03968224674463272]","[0.660008430480957, 0.4889838993549347, 0.0432894304394722]","[0.6842833757400513, 0.49323785305023193, 0.03884869068861008]","[0.7099856734275818, 0.4936460554599762, 0.04629908874630928]","[0.5711892247200012, 0.48697564005851746, 0.030016819015145302]","[0.5449628829956055, 0.4807121157646179, 0.020716805011034012]","[0.520036518573761, 0.4817120134830475, 0.021534137427806854]","[0.4986969232559204, 0.48695528507232666, 0.03534034267067909]","[0.5195356011390686, 0.49013832211494446, 0.021485917270183563]","[0.5463708639144897, 0.490429162979126, 0.020081588998436928]","[0.5195356011390686, 0.49013832211494446, 0.021485917270183563]","[0.5510871410369873, 0.5813136696815491, -0.0306121576577425]","[0.6043573617935181, 0.5758830308914185, -0.053044382482767105]","[0.6384294629096985, 0.5761656165122986, -0.04833836853504181]","[0.6811051368713379, 0.5820722579956055, -0.014700953848659992]","[0.6384122967720032, 0.5771731734275818, -0.051244694739580154]","[0.6047227382659912, 0.5769944787025452, -0.05639886111021042]","[0.6188980937004089, 0.4040353298187256, 0.044293828308582306]","[0.6160275936126709, 0.658576250076294, -0.05524340271949768]"
"[0.7274116277694702, 0.4912435710430145, 0.06425973027944565]","[0.7089450359344482, 0.4853716492652893, 0.046107083559036255]","[0.6847662925720215, 0.4837735891342163, 0.03899207338690758]","[0.6598028540611267, 0.489023894071579, 0.0427742637693882]","[0.6840837597846985, 0.49325674772262573, 0.03822486847639084]","[0.7098174095153809, 0.49364668130874634, 0.04552891105413437]","[0.5711691975593567, 0.4870263636112213, 0.03013504669070244]","[0.5449891090393066, 0.4808158278465271, 0.020935028791427612]","[0.5201612710952759, 0.4818262755870819, 0.021918009966611862]","[0.49887382984161377, 0.4870211184024811, 0.03583860024809837]","[0.5195766091346741, 0.49015098810195923, 0.02190258912742138]","[0.5463306307792664, 0.49046462774276733, 0.020361144095659256]","[0.5195766091346741, 0.49015098810195923, 0.02190258912742138]","[0.5503025054931641, 0.5814067721366882, -0.029967734590172768]","[0.6033505201339722, 0.5759620070457458, -0.052755147218704224]","[0.6375031471252441, 0.5762447118759155, -0.0482545904815197]","[0.6804258227348328, 0.5821675658226013, -0.014758408069610596]","[0.6374968886375427, 0.5773476362228394, -0.051259640604257584]","[0.603739321231842, 0.57716965675354, -0.056194934993982315]","[0.6188368797302246, 0.40392017364501953, 0.04375966265797615]","[0.6153647303581238, 0.658787190914154, -0.05487854406237602]"
"[0.7270117402076721, 0.4915969669818878, 0.06309105455875397]","[0.7084997892379761, 0.4857647716999054, 0.04494587704539299]","[0.6842382550239563, 0.4842246174812317, 0.03791295737028122]","[0.6592015027999878, 0.4895884394645691, 0.04184653237462044]","[0.6834874749183655, 0.49376291036605835, 0.037270791828632355]","[0.7092914581298828, 0.4940958023071289, 0.044489044696092606]","[0.5706618428230286, 0.4876885712146759, 0.02964944764971733]","[0.5445139408111572, 0.48145222663879395, 0.020475275814533234]","[0.5197271704673767, 0.4824647009372711, 0.021599387750029564]","[0.49853137135505676, 0.48763877153396606, 0.03562980145215988]","[0.5192106366157532, 0.49078649282455444, 0.021685270592570305]","[0.5458972454071045, 0.4911029040813446, 0.020047849044203758]","[0.5192106366157532, 0.49078649282455444, 0.021685270592570305]","[0.5494037866592407, 0.5817508101463318, -0.02874133549630642]","[0.6023637056350708, 0.5764843225479126, -0.051954954862594604]","[0.636814534664154, 0.5767459869384766, -0.047610536217689514]","[0.6800196170806885, 0.5824413299560547, -0.01399900671094656]","[0.6368418335914612, 0.5779381990432739, -0.050811413675546646]","[0.6028890609741211, 0.5777896642684937, -0.055573318153619766]","[0.6181607246398926, 0.40447723865509033, 0.04175642877817154]","[0.615037202835083, 0.6591800451278687, -0.0532807782292366]"
"[0.7267752885818481, 0.4927656650543213, 0.06355120986700058]","[0.7081831097602844, 0.4869144558906555, 0.04538827762007713]","[0.6839126348495483, 0.48531168699264526, 0.038301266729831696]","[0.6588476896286011, 0.49055057764053345, 0.04219534993171692]","[0.6831376552581787, 0.49482932686805725, 0.03762690722942352]","[0.7089802026748657, 0.4952414929866791, 0.044897641986608505]","[0.5698195099830627, 0.48848608136177063, 0.02987373061478138]","[0.5437764525413513, 0.4822981059551239, 0.020716991275548935]","[0.5189452171325684, 0.4832781255245209, 0.0218378733843565]","[0.49755585193634033, 0.48841238021850586, 0.035797119140625]","[0.5183266401290894, 0.49162614345550537, 0.02185346931219101]","[0.5450567603111267, 0.49192994832992554, 0.020246857777237892]","[0.5183266401290894, 0.49162614345550537, 0.02185346931219101]","[0.5494747757911682, 0.5826258063316345, -0.029683224856853485]","[0.6020342111587524, 0.5772600769996643, -0.052366066724061966]","[0.6360466480255127, 0.577547550201416, -0.048051461577415466]","[0.6789034605026245, 0.5834171772003174, -0.014923373237252235]","[0.636100172996521, 0.57865309715271, -0.051433537155389786]","[0.6024521589279175, 0.5784652829170227, -0.05616188421845436]","[0.6180971264839172, 0.4051241874694824, 0.04270768538117409]","[0.6137762069702148, 0.6596593856811523, -0.05377182364463806]"
"[0.7269344925880432, 0.49306702613830566, 0.0630357563495636]","[0.7083092331886292, 0.4872903525829315, 0.044806286692619324]","[0.6839239597320557, 0.4857410490512848, 0.03772158548235893]","[0.6588494181632996, 0.4909602999687195, 0.04172804206609726]","[0.6831468343734741, 0.49520647525787354, 0.037151120603084564]","[0.7090705633163452, 0.4955950677394867, 0.04440690577030182]","[0.569662868976593, 0.4890636205673218, 0.029530802741646767]","[0.5434906482696533, 0.48295915126800537, 0.02030158042907715]","[0.518612265586853, 0.48396897315979004, 0.02147318422794342]","[0.4972410798072815, 0.48905277252197266, 0.035577334463596344]","[0.5180506706237793, 0.4922451376914978, 0.021589811891317368]","[0.5448513627052307, 0.4925295412540436, 0.019932344555854797]","[0.5180506706237793, 0.4922451376914978, 0.021589811891317368]","[0.54833984375, 0.5830908417701721, -0.028991740196943283]","[0.601335346698761, 0.5779110193252563, -0.0520474910736084]","[0.6355698108673096, 0.578186571598053, -0.04774089157581329]","[0.6785444021224976, 0.5838333368301392, -0.014271607622504234]","[0.6356077790260315, 0.5793519020080566, -0.05100759491324425]","[0.6016971468925476, 0.57918781042099, -0.05573516711592674]","[0.6180699467658997, 0.40604889392852783, 0.04148157685995102]","[0.6130169630050659, 0.6604100465774536, -0.05261125788092613]"
"[0.7263062000274658, 0.4942367672920227, 0.06329160183668137]","[0.7078065276145935, 0.48834335803985596, 0.04501158744096756]","[0.6833887100219727, 0.486712783575058, 0.03784472867846489]","[0.658189058303833, 0.4920194149017334, 0.04179295897483826]","[0.6825155019760132, 0.4963197410106659, 0.03725530579686165]","[0.7084139585494995, 0.4967505931854248, 0.044591423124074936]","[0.5690881013870239, 0.48975300788879395, 0.02934839390218258]","[0.543030858039856, 0.483352392911911, 0.020085332915186882]","[0.5180132985115051, 0.4842369258403778, 0.02119644545018673]","[0.4965316653251648, 0.4893651604652405, 0.035240333527326584]","[0.5174202919006348, 0.49272897839546204, 0.021286843344569206]","[0.5442432761192322, 0.4931187033653259, 0.019698109477758408]","[0.5174202919006348, 0.49272897839546204, 0.021286843344569206]","[0.5477758646011353, 0.5841187238693237, -0.02896815352141857]","[0.6007247567176819, 0.5789717435836792, -0.05216829106211662]","[0.6350746154785156, 0.5792976021766663, -0.04775624722242355]","[0.6779851913452148, 0.5850549936294556, -0.013922654092311859]","[0.6351786255836487, 0.5806901454925537, -0.0510297492146492]","[0.6011415719985962, 0.580467700958252, -0.05588129907846451]","[0.6181138753890991, 0.4068468511104584, 0.04120185226202011]","[0.6122565865516663, 0.661170482635498, -0.0521983876824379]"
"[0.7255799770355225, 0.49348685145378113, 0.06309469044208527]","[0.7070544958114624, 0.48762986063957214, 0.04481743648648262]","[0.6825230717658997, 0.4861157536506653, 0.037606243044137955]","[0.6574156284332275, 0.49160200357437134, 0.041531044989824295]","[0.6817120313644409, 0.4957665503025055, 0.037053097039461136]","[0.707653284072876, 0.4961068034172058, 0.04444758594036102]","[0.5681853294372559, 0.4896395802497864, 0.02878272719681263]","[0.542033314704895, 0.48325204849243164, 0.019389361143112183]","[0.5170094966888428, 0.4842018485069275, 0.020416824147105217]","[0.49567079544067383, 0.4893527328968048, 0.0343967042863369]","[0.516614556312561, 0.49265676736831665, 0.020607398822903633]","[0.5433926582336426, 0.4930126368999481, 0.019061194732785225]","[0.516614556312561, 0.49265676736831665, 0.020607398822903633]","[0.5471435189247131, 0.5842515230178833, -0.028565948829054832]","[0.600101888179779, 0.579110860824585, -0.051655013114213943]","[0.6343920230865479, 0.5793908834457397, -0.04714641720056534]","[0.6770981550216675, 0.585023045539856, -0.013191458769142628]","[0.6344544887542725, 0.5808653235435486, -0.050048016011714935]","[0.6004684567451477, 0.5806968808174133, -0.05498296022415161]","[0.6165390014648438, 0.40674787759780884, 0.039771776646375656]","[0.6120830774307251, 0.6612294912338257, -0.050775595009326935]"
"[0.724498450756073, 0.49332278966903687, 0.06256628781557083]","[0.7060562968254089, 0.4874993562698364, 0.044305894523859024]","[0.6815956234931946, 0.48601728677749634, 0.0370931439101696]","[0.6565670371055603, 0.4915843904018402, 0.04103083536028862]","[0.6808334589004517, 0.4957091212272644, 0.036619633436203]","[0.7066572308540344, 0.49599096179008484, 0.04400693252682686]","[0.567893385887146, 0.4897298514842987, 0.028244411572813988]","[0.5418074131011963, 0.4833316504955292, 0.018827220425009727]","[0.5168361663818359, 0.4842982590198517, 0.019838638603687286]","[0.4955521821975708, 0.48946094512939453, 0.033791329711675644]","[0.5164746046066284, 0.49275919795036316, 0.020087718963623047]","[0.5431916117668152, 0.4931066334247589, 0.018556643277406693]","[0.5164746046066284, 0.49275919795036316, 0.020087718963623047]","[0.5474238991737366, 0.5842136740684509, -0.02809983491897583]","[0.6000494360923767, 0.579116702079773, -0.051144715398550034]","[0.6341564655303955, 0.579369843006134, -0.04661164432764053]","[0.6766203045845032, 0.5848881006240845, -0.012694831937551498]","[0.6342424154281616, 0.5809095501899719, -0.04947724565863609]","[0.6004369854927063, 0.5807573199272156, -0.05442412197589874]","[0.6155729293823242, 0.406803697347641, 0.0385504774749279]","[0.6124010682106018, 0.660965085029602, -0.049540113657712936]"
"[0.7235906720161438, 0.4932416081428528, 0.06267493218183517]","[0.7051312923431396, 0.4874202013015747, 0.04432278499007225]","[0.6806585192680359, 0.48588722944259644, 0.03707786276936531]","[0.6555420160293579, 0.49140211939811707, 0.04106463864445686]","[0.6799179315567017, 0.495570570230484, 0.03665221482515335]","[0.705790102481842, 0.4958672523498535, 0.04405925050377846]","[0.5668748617172241, 0.4895154535770416, 0.028256719931960106]","[0.5407200455665588, 0.48314574360847473, 0.018792349845170975]","[0.5157163739204407, 0.48413509130477905, 0.019813330844044685]","[0.4943961501121521, 0.4893113076686859, 0.03383878618478775]","[0.5153315663337708, 0.4926030933856964, 0.020101608708500862]","[0.542111873626709, 0.49293237924575806, 0.018565090373158455]","[0.5153315663337708, 0.4926030933856964, 0.020101608708500862]","[0.546820342540741, 0.5842468738555908, -0.028103185817599297]","[0.5995714664459229, 0.5790743827819824, -0.051222801208496094]","[0.6337019205093384, 0.5793039798736572, -0.04668712988495827]","[0.6763445138931274, 0.5848273038864136, -0.012708215042948723]","[0.6338343024253845, 0.5808226466178894, -0.04961016774177551]","[0.5999687314033508, 0.5806924104690552, -0.05456075444817543]","[0.6145285367965698, 0.40654462575912476, 0.03850807249546051]","[0.6118870377540588, 0.6610279679298401, -0.04959817975759506]"
"[0.7236921787261963, 0.49319908022880554, 0.062418412417173386]","[0.705244243144989, 0.487415075302124, 0.04405337572097778]","[0.6807977557182312, 0.4859005808830261, 0.036825262010097504]","[0.6556376218795776, 0.49140849709510803, 0.040856048464775085]","[0.6800447702407837, 0.4955730438232422, 0.03643278032541275]","[0.70591801404953, 0.4958510100841522, 0.04380558431148529]","[0.5671356916427612, 0.4895007312297821, 0.028187448158860207]","[0.5409324765205383, 0.4831125736236572, 0.01873871497809887]","[0.5159517526626587, 0.48408931493759155, 0.019812284037470818]","[0.4946845471858978, 0.48923566937446594, 0.03389877453446388]","[0.5155230760574341, 0.4925534725189209, 0.020103929564356804]","[0.542325496673584, 0.49291783571243286, 0.01852959766983986]","[0.5155230760574341, 0.4925534725189209, 0.020103929564356804]","[0.5470078587532043, 0.5841846466064453, -0.028008367866277695]","[0.5995784401893616, 0.5790719985961914, -0.05116216838359833]","[0.6335991024971008, 0.5793024897575378, -0.046653833240270615]","[0.6761693954467773, 0.5847814083099365, -0.012752526439726353]","[0.6337420344352722, 0.5808353424072266, -0.0494486540555954]","[0.5999805331230164, 0.5807011127471924, -0.05437090992927551]","[0.6145893931388855, 0.40646910667419434, 0.03827285021543503]","[0.6119982004165649, 0.6611071228981018, -0.04930858686566353]"
"[0.7236694097518921, 0.49346473813056946, 0.0621868260204792]","[0.7051656246185303, 0.4876843988895416, 0.04381021857261658]","[0.6806896328926086, 0.48614978790283203, 0.036603666841983795]","[0.655491054058075, 0.49158939719200134, 0.04069913923740387]","[0.6798719167709351, 0.495770663022995, 0.03625952824950218]","[0.7058249115943909, 0.49608951807022095, 0.043613921850919724]","[0.566660463809967, 0.48969072103500366, 0.028169741854071617]","[0.5404024720191956, 0.4833909869194031, 0.018711654469370842]","[0.515404999256134, 0.48439252376556396, 0.019825508818030357]","[0.4940750002861023, 0.48950982093811035, 0.03396836668252945]","[0.5149732232093811, 0.49278149008750916, 0.020178383216261864]","[0.5418256521224976, 0.4931122064590454, 0.01856921799480915]","[0.5149732232093811, 0.49278149008750916, 0.020178383216261864]","[0.5455554127693176, 0.5843496322631836, -0.027657581493258476]","[0.5986583828926086, 0.5793360471725464, -0.050955142825841904]","[0.6328786015510559, 0.5796071887016296, -0.04648672789335251]","[0.6758311986923218, 0.5851000547409058, -0.012533150613307953]","[0.6329247951507568, 0.5809317231178284, -0.04948586970567703]","[0.5989770293235779, 0.5807647109031677, -0.05437895655632019]","[0.6145509481430054, 0.4064425826072693, 0.0378536731004715]","[0.610724151134491, 0.6614621877670288, -0.049250099807977676]"
"[0.7240071892738342, 0.4934205114841461, 0.06152413412928581]","[0.7054094076156616, 0.4877394139766693, 0.04309191554784775]","[0.680877149105072, 0.4862532615661621, 0.03592276945710182]","[0.6557336449623108, 0.4916157126426697, 0.040161337703466415]","[0.6800961494445801, 0.4957282543182373, 0.03570171445608139]","[0.7060666680335999, 0.4960193634033203, 0.0430142879486084]","[0.5666549801826477, 0.4898529052734375, 0.027853164821863174]","[0.5403453707695007, 0.48370790481567383, 0.01830650307238102]","[0.5153360366821289, 0.48474401235580444, 0.019494395703077316]","[0.49399593472480774, 0.489785373210907, 0.03379497677087784]","[0.5149231553077698, 0.49294665455818176, 0.019990146160125732]","[0.5417927503585815, 0.49326246976852417, 0.018319329246878624]","[0.5149231553077698, 0.49294665455818176, 0.019990146160125732]","[0.5442084074020386, 0.5847312211990356, -0.02653966099023819]","[0.5979800820350647, 0.580024242401123, -0.05049669370055199]","[0.6326981782913208, 0.5803215503692627, -0.04603233188390732]","[0.6762814521789551, 0.5856027007102966, -0.011566744185984135]","[0.6327090263366699, 0.5815461874008179, -0.04912811890244484]","[0.5982736349105835, 0.5813621282577515, -0.05400631204247475]","[0.6144076585769653, 0.40644943714141846, 0.036407388746738434]","[0.6104698777198792, 0.6620889902114868, -0.048196930438280106]"
"[0.724028468132019, 0.49403733015060425, 0.0609416663646698]","[0.7054680585861206, 0.4883609414100647, 0.04248765856027603]","[0.6809753179550171, 0.4868606626987457, 0.03536112606525421]","[0.6557952761650085, 0.49222835898399353, 0.03968149796128273]","[0.680132269859314, 0.4963635504245758, 0.03522390127182007]","[0.7060991525650024, 0.4966535270214081, 0.04247860610485077]","[0.5668862462043762, 0.4904506802558899, 0.027616260573267937]","[0.5405228137969971, 0.4843001961708069, 0.01809792034327984]","[0.5155247449874878, 0.48535552620887756, 0.019362250342965126]","[0.4941863417625427, 0.49040400981903076, 0.033735617995262146]","[0.5151371359825134, 0.4935767948627472, 0.019900552928447723]","[0.5420307517051697, 0.4938754439353943, 0.018197141587734222]","[0.5151371359825134, 0.4935767948627472, 0.019900552928447723]","[0.5440914034843445, 0.5853142142295837, -0.025999518111348152]","[0.5979579091072083, 0.5807822346687317, -0.05007702112197876]","[0.6327703595161438, 0.5810835957527161, -0.045675404369831085]","[0.6763904690742493, 0.5862029790878296, -0.01126662828028202]","[0.6327622532844543, 0.5822160243988037, -0.04898780956864357]","[0.5982826948165894, 0.5820295214653015, -0.053804442286491394]","[0.6147217154502869, 0.40679699182510376, 0.035615045577287674]","[0.6103391647338867, 0.6630264520645142, -0.047596246004104614]"
"[0.7236887812614441, 0.49432018399238586, 0.060685139149427414]","[0.7051339745521545, 0.4887006878852844, 0.042212728410959244]","[0.6807180047035217, 0.487223744392395, 0.035050168633461]","[0.6556012630462646, 0.49259212613105774, 0.039362549781799316]","[0.6798309683799744, 0.49665915966033936, 0.03498704358935356]","[0.7057387232780457, 0.49692827463150024, 0.04227269068360329]","[0.5667600631713867, 0.49090147018432617, 0.027073565870523453]","[0.5404291152954102, 0.484792023897171, 0.017462391406297684]","[0.5154908299446106, 0.48586171865463257, 0.018679721280932426]","[0.49414968490600586, 0.49087512493133545, 0.03300553187727928]","[0.5152068138122559, 0.4940122365951538, 0.01930234394967556]","[0.5420386791229248, 0.4942936897277832, 0.01765052042901516]","[0.5152068138122559, 0.4940122365951538, 0.01930234394967556]","[0.5440292954444885, 0.5856879353523254, -0.02554265968501568]","[0.5978960394859314, 0.5812156200408936, -0.04962839186191559]","[0.6328507661819458, 0.5815091133117676, -0.04515480250120163]","[0.6763882637023926, 0.5865592360496521, -0.010551324114203453]","[0.6328279972076416, 0.5827151536941528, -0.04847005754709244]","[0.5982925891876221, 0.5825358629226685, -0.053337935358285904]","[0.6144740581512451, 0.4070432782173157, 0.034561917185783386]","[0.6105669140815735, 0.663559079170227, -0.04666578769683838]"
"[0.7237037420272827, 0.49424120783805847, 0.060146626085042953]","[0.7051553130149841, 0.48867326974868774, 0.0416283942759037]","[0.6806656122207642, 0.48719626665115356, 0.03452083840966225]","[0.6554803848266602, 0.4925621747970581, 0.038974590599536896]","[0.6797586679458618, 0.4966064393520355, 0.034545596688985825]","[0.7057008147239685, 0.4968540370464325, 0.04178989678621292]","[0.566457211971283, 0.4908979833126068, 0.02694258652627468]","[0.5400551557540894, 0.48482927680015564, 0.017301548272371292]","[0.5150686502456665, 0.4859222173690796, 0.018592594191432]","[0.49382638931274414, 0.4908994436264038, 0.03302166610956192]","[0.5148623585700989, 0.49402207136154175, 0.01929054781794548]","[0.5417066812515259, 0.4942970871925354, 0.017555687576532364]","[0.5148623585700989, 0.49402207136154175, 0.01929054781794548]","[0.5442495942115784, 0.586162805557251, -0.02515339106321335]","[0.5978476405143738, 0.5816782712936401, -0.04921326786279678]","[0.6326090693473816, 0.5819470882415771, -0.04486466571688652]","[0.6761951446533203, 0.5869042873382568, -0.010543000884354115]","[0.6325899362564087, 0.5830830335617065, -0.047980498522520065]","[0.5981693863868713, 0.5829231142997742, -0.05271937698125839]","[0.6141135096549988, 0.40702301263809204, 0.03363219276070595]","[0.610384464263916, 0.663493275642395, -0.04565349221229553]"
"[0.7239799499511719, 0.49441197514533997, 0.06025860458612442]","[0.7053332328796387, 0.4888845980167389, 0.04171181470155716]","[0.6808357238769531, 0.48740410804748535, 0.03460562601685524]","[0.6556500792503357, 0.49270370602607727, 0.03909563273191452]","[0.6799928545951843, 0.4967535138130188, 0.03462257236242294]","[0.7059612274169922, 0.49699169397354126, 0.04185998812317848]","[0.5664974451065063, 0.49104368686676025, 0.027168164029717445]","[0.540061354637146, 0.48503878712654114, 0.017544202506542206]","[0.5150388479232788, 0.48613566160202026, 0.0188631359487772]","[0.4937039315700531, 0.49109387397766113, 0.033356353640556335]","[0.5147956609725952, 0.49420061707496643, 0.019539259374141693]","[0.5416934490203857, 0.49446621537208557, 0.017780346795916557]","[0.5147956609725952, 0.49420061707496643, 0.019539259374141693]","[0.5446128845214844, 0.5864569544792175, -0.025235237553715706]","[0.5983403921127319, 0.5819036364555359, -0.0494721457362175]","[0.6332024931907654, 0.582144558429718, -0.04513459652662277]","[0.6769310235977173, 0.587089478969574, -0.010695247910916805]","[0.6332176923751831, 0.5833460092544556, -0.04822288453578949]","[0.5986995697021484, 0.583210289478302, -0.05296311527490616]","[0.6140000224113464, 0.40703752636909485, 0.03399363532662392]","[0.6111811399459839, 0.6638979911804199, -0.046046461910009384]"
"[0.7243739366531372, 0.49419358372688293, 0.06045331805944443]","[0.705708920955658, 0.48853254318237305, 0.04193708300590515]","[0.6810864210128784, 0.48702043294906616, 0.03489752486348152]","[0.6557705998420715, 0.49245861172676086, 0.039403561502695084]","[0.6801754832267761, 0.4964972138404846, 0.03483898937702179]","[0.7062438130378723, 0.4967687129974365, 0.0420275554060936]","[0.5662139654159546, 0.49079692363739014, 0.02770201861858368]","[0.5396918654441833, 0.48462599515914917, 0.01814040169119835]","[0.5145325660705566, 0.4857184588909149, 0.019498459994792938]","[0.49322184920310974, 0.4908110201358795, 0.03402924910187721]","[0.5143296718597412, 0.4939471185207367, 0.020120905712246895]","[0.5413063764572144, 0.4942077398300171, 0.018306368961930275]","[0.5143296718597412, 0.4939471185207367, 0.020120905712246895]","[0.5439485907554626, 0.5864044427871704, -0.02541339583694935]","[0.5978042483329773, 0.5817840695381165, -0.04978811740875244]","[0.6328034400939941, 0.5820285081863403, -0.04554693400859833]","[0.6768566966056824, 0.5870271921157837, -0.011154805310070515]","[0.6327606439590454, 0.5831413269042969, -0.04872053489089012]","[0.5981164574623108, 0.583003580570221, -0.05336760729551315]","[0.6141913533210754, 0.40668272972106934, 0.03475714102387428]","[0.6103856563568115, 0.6639522314071655, -0.04687749594449997]"
