left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5066673755645752, 0.50147545337677, 0.0604986697435379]","[0.5399895310401917, 0.49062520265579224, 0.057520534843206406]","[0.5573133826255798, 0.48963797092437744, 0.060404542833566666]","[0.5751972794532776, 0.49143970012664795, 0.06627008318901062]","[0.5987894535064697, 0.5004500150680542, 0.0878378227353096]","[0.573140561580658, 0.5068365335464478, 0.06341255456209183]","[0.5552453398704529, 0.5075067281723022, 0.05626963824033737]","[0.5379774570465088, 0.5066478252410889, 0.05373060330748558]","[0.3787916898727417, 0.5016237497329712, 0.04350551962852478]","[0.3438122272491455, 0.4911345839500427, 0.03339681029319763]","[0.32642343640327454, 0.4905417561531067, 0.03224686533212662]","[0.307811439037323, 0.4926367402076721, 0.03403736278414726]","[0.28022056818008423, 0.5016627311706543, 0.04991559684276581]","[0.31050243973731995, 0.5073891878128052, 0.031842369586229324]","[0.32926714420318604, 0.5078427791595459, 0.02836383692920208]","[0.34660935401916504, 0.5067436099052429, 0.03023074008524418]","[0.3601858615875244, 0.6279692053794861, -0.04888281971216202]","[0.4262753129005432, 0.6196696758270264, -0.07240590453147888]","[0.46791476011276245, 0.6195757389068604, -0.0667133703827858]","[0.5219098925590515, 0.6274537444114685, -0.028938446193933487]","[0.4679304361343384, 0.6219650506973267, -0.06965075433254242]","[0.42497190833091736, 0.6220582723617554, -0.07554616779088974]","[0.4451124668121338, 0.3962685167789459, 0.07152857631444931]","[0.4432356357574463, 0.7159583568572998, -0.07476669549942017]"
"[0.5088574290275574, 0.5021968483924866, 0.060189805924892426]","[0.542363166809082, 0.4914417564868927, 0.05646851658821106]","[0.5596494674682617, 0.49044540524482727, 0.059026580303907394]","[0.5777130126953125, 0.49219846725463867, 0.0646616742014885]","[0.6022707223892212, 0.501163125038147, 0.0860411524772644]","[0.5762080550193787, 0.5075428485870361, 0.06173508241772652]","[0.5580423474311829, 0.5082516074180603, 0.054817792028188705]","[0.5405578017234802, 0.5074244737625122, 0.05265704542398453]","[0.3792543411254883, 0.5027040243148804, 0.04604071378707886]","[0.3440054655075073, 0.49250221252441406, 0.03639718517661095]","[0.3266371488571167, 0.49197807908058167, 0.03568320721387863]","[0.3080621361732483, 0.4941493570804596, 0.03789488226175308]","[0.28047090768814087, 0.5033171772956848, 0.054545581340789795]","[0.3102770745754242, 0.5089821219444275, 0.035584017634391785]","[0.3290802836418152, 0.5094243288040161, 0.03168483078479767]","[0.3465716242790222, 0.5082415342330933, 0.03317716345191002]","[0.36109790205955505, 0.6290632486343384, -0.04852069541811943]","[0.4264521598815918, 0.6204241514205933, -0.07325107604265213]","[0.4687991738319397, 0.6201493740081787, -0.06849567592144012]","[0.5244238972663879, 0.6279550194740295, -0.03178790211677551]","[0.4687556326389313, 0.6227484941482544, -0.0715145617723465]","[0.4253220856189728, 0.6230050325393677, -0.07640383392572403]","[0.4448755085468292, 0.39523816108703613, 0.07398802042007446]","[0.4453470706939697, 0.7178742289543152, -0.0775608941912651]"
"[0.5068047046661377, 0.5022309422492981, 0.05916578695178032]","[0.5400713682174683, 0.49148738384246826, 0.05545901134610176]","[0.5573752522468567, 0.4904877245426178, 0.05796072259545326]","[0.5753744840621948, 0.4922357201576233, 0.06346922367811203]","[0.5994791388511658, 0.5011715292930603, 0.084669329226017]","[0.5734567642211914, 0.5074602961540222, 0.06079402565956116]","[0.5554132461547852, 0.5081353783607483, 0.05396381765604019]","[0.538072407245636, 0.5072991251945496, 0.05174758657813072]","[0.3781268298625946, 0.5027092695236206, 0.04511825740337372]","[0.3432862162590027, 0.49258068203926086, 0.03552127256989479]","[0.3259975016117096, 0.49203038215637207, 0.03478008881211281]","[0.3074931502342224, 0.4941394329071045, 0.036838922649621964]","[0.2800953686237335, 0.5031356811523438, 0.053277816623449326]","[0.3102268576622009, 0.5086080431938171, 0.034706246107816696]","[0.3289390206336975, 0.5089954733848572, 0.030888818204402924]","[0.346193790435791, 0.5078527331352234, 0.03235117718577385]","[0.3588620126247406, 0.6280013918876648, -0.04664755240082741]","[0.424968421459198, 0.6198621988296509, -0.07189372926950455]","[0.4675167500972748, 0.6197569370269775, -0.06709815561771393]","[0.52293860912323, 0.6274810433387756, -0.029903031885623932]","[0.4674096703529358, 0.6222243905067444, -0.07011311501264572]","[0.42388981580734253, 0.6223399639129639, -0.07502523064613342]","[0.4432734251022339, 0.3973246216773987, 0.07106684148311615]","[0.4439919590950012, 0.7179335355758667, -0.07502099871635437]"
"[0.5050731301307678, 0.5024569034576416, 0.060473956167697906]","[0.5378581881523132, 0.49170440435409546, 0.05685420334339142]","[0.554844856262207, 0.49064499139785767, 0.05923124775290489]","[0.5726719498634338, 0.49233901500701904, 0.06456097215414047]","[0.5971531867980957, 0.5013173818588257, 0.08514261245727539]","[0.5715640187263489, 0.5077366232872009, 0.06138821318745613]","[0.5536541938781738, 0.5084943175315857, 0.0547480508685112]","[0.5363876819610596, 0.5077009797096252, 0.052759718149900436]","[0.3776800036430359, 0.5034928917884827, 0.04766813665628433]","[0.34310221672058105, 0.4937865138053894, 0.03869614750146866]","[0.3261621594429016, 0.4933614730834961, 0.03813336789608002]","[0.30795401334762573, 0.4955819845199585, 0.040326181799173355]","[0.28056028485298157, 0.5047590136528015, 0.056591615080833435]","[0.31010371446609497, 0.5100446343421936, 0.037704501301050186]","[0.32864832878112793, 0.5103702545166016, 0.03376380726695061]","[0.3457968235015869, 0.5091122984886169, 0.035130180418491364]","[0.357726126909256, 0.6287066340446472, -0.04855481535196304]","[0.4233967363834381, 0.6197570562362671, -0.07387328147888184]","[0.46611344814300537, 0.6195893883705139, -0.06948886811733246]","[0.5215973258018494, 0.6279990673065186, -0.03315053507685661]","[0.46581631898880005, 0.6225080490112305, -0.0731329545378685]","[0.42211002111434937, 0.6227020025253296, -0.07759407162666321]","[0.44098174571990967, 0.39624643325805664, 0.07809961587190628]","[0.4437132179737091, 0.7184689044952393, -0.08152500540018082]"
"[0.5060109496116638, 0.5027968287467957, 0.061207909137010574]","[0.5391314625740051, 0.4920860230922699, 0.05769047886133194]","[0.5563341975212097, 0.49107733368873596, 0.06017365679144859]","[0.5743051767349243, 0.49283117055892944, 0.06563107669353485]","[0.598839521408081, 0.5019276738166809, 0.08655407279729843]","[0.5730207562446594, 0.5082767009735107, 0.062457457184791565]","[0.5549907684326172, 0.5089872479438782, 0.05570385977625847]","[0.5376191139221191, 0.508152186870575, 0.053582459688186646]","[0.3772548735141754, 0.5034336447715759, 0.04750647768378258]","[0.34251224994659424, 0.49341994524002075, 0.03825531527400017]","[0.3253459930419922, 0.49289196729660034, 0.03759043291211128]","[0.3068891763687134, 0.49503687024116516, 0.039691176265478134]","[0.2791157066822052, 0.5042040348052979, 0.05600056052207947]","[0.3088705837726593, 0.5096929669380188, 0.03710027411580086]","[0.3275611400604248, 0.510091245174408, 0.033211737871170044]","[0.3448920249938965, 0.5089199542999268, 0.03471659496426582]","[0.3563038408756256, 0.6288868188858032, -0.04910486564040184]","[0.42276236414909363, 0.6202022433280945, -0.07442925125360489]","[0.4658131003379822, 0.62013179063797, -0.06974853575229645]","[0.5217025279998779, 0.62849360704422, -0.0327814444899559]","[0.4654994606971741, 0.62281733751297, -0.07343511283397675]","[0.42141035199165344, 0.6228950023651123, -0.07821878045797348]","[0.4434613883495331, 0.39609766006469727, 0.07817163318395615]","[0.440986305475235, 0.7187817096710205, -0.08153918385505676]"
"[0.506206750869751, 0.5028800368309021, 0.061389487236738205]","[0.539021372795105, 0.4916144013404846, 0.058350786566734314]","[0.5561895370483398, 0.49053558707237244, 0.061145391315221786]","[0.5740408897399902, 0.4923294484615326, 0.06690095365047455]","[0.5979751348495483, 0.5016749501228333, 0.08822234719991684]","[0.5728124380111694, 0.5082050561904907, 0.06381510943174362]","[0.5550296306610107, 0.5089752078056335, 0.0567777119576931]","[0.5377898812294006, 0.5081923604011536, 0.05436275899410248]","[0.37802380323410034, 0.5033667087554932, 0.04525093734264374]","[0.34314027428627014, 0.49285170435905457, 0.035467181354761124]","[0.3258647620677948, 0.49226808547973633, 0.0345475934445858]","[0.30730345845222473, 0.49445122480392456, 0.036365244537591934]","[0.27944448590278625, 0.5038285255432129, 0.052281707525253296]","[0.30958476662635803, 0.5095188021659851, 0.03391499072313309]","[0.3283922076225281, 0.5099477767944336, 0.03027818538248539]","[0.3457508385181427, 0.508780300617218, 0.0320417545735836]","[0.35953977704048157, 0.6291278600692749, -0.04964451864361763]","[0.4264651834964752, 0.6200878620147705, -0.07403053343296051]","[0.46920302510261536, 0.62001633644104, -0.06851354986429214]","[0.5230344533920288, 0.6286448240280151, -0.03023456409573555]","[0.4687785804271698, 0.62320476770401, -0.07139305025339127]","[0.4252031445503235, 0.6232856512069702, -0.07706913352012634]","[0.44310304522514343, 0.39522671699523926, 0.07509180903434753]","[0.4449821710586548, 0.7183277010917664, -0.07843117415904999]"
"[0.5073158740997314, 0.5030315518379211, 0.06020404025912285]","[0.5403164625167847, 0.4919746220111847, 0.056681592017412186]","[0.5574660301208496, 0.490805059671402, 0.05925368890166283]","[0.5754842162132263, 0.4924151301383972, 0.06481219828128815]","[0.6000847220420837, 0.5013144016265869, 0.08595108240842819]","[0.5742650628089905, 0.5080170035362244, 0.06191502511501312]","[0.556212306022644, 0.5088322758674622, 0.05509920045733452]","[0.5388534069061279, 0.5080983638763428, 0.05287446826696396]","[0.37810182571411133, 0.5041502714157104, 0.04576699808239937]","[0.3432275354862213, 0.4941975474357605, 0.036247916519641876]","[0.3260640501976013, 0.49370044469833374, 0.035564497113227844]","[0.30758440494537354, 0.49585098028182983, 0.037616923451423645]","[0.2797122299671173, 0.5049253106117249, 0.05385958030819893]","[0.3098071217536926, 0.5104186534881592, 0.03522372618317604]","[0.3285955488681793, 0.5107985138893127, 0.03140584006905556]","[0.34589385986328125, 0.5095744132995605, 0.032916001975536346]","[0.35852131247520447, 0.6296417713165283, -0.048225369304418564]","[0.42513325810432434, 0.6207218766212463, -0.07307949662208557]","[0.46794915199279785, 0.6205371618270874, -0.06824813038110733]","[0.5228989720344543, 0.6287466883659363, -0.03095838613808155]","[0.4674987196922302, 0.6230227947235107, -0.07152887433767319]","[0.42399656772613525, 0.6232209205627441, -0.07647357881069183]","[0.443191796541214, 0.39496949315071106, 0.0736483484506607]","[0.4445919096469879, 0.7189730405807495, -0.07804462313652039]"
"[0.5065762400627136, 0.5034412145614624, 0.05987178161740303]","[0.539387047290802, 0.49218475818634033, 0.05662847310304642]","[0.5565930008888245, 0.49098607897758484, 0.05929279699921608]","[0.57452791929245, 0.4925665259361267, 0.06488286703824997]","[0.5988779664039612, 0.501420259475708, 0.08587740361690521]","[0.5732428431510925, 0.5082350373268127, 0.06189749389886856]","[0.555343508720398, 0.5091040730476379, 0.05508517846465111]","[0.5380837321281433, 0.5084332227706909, 0.05277383327484131]","[0.3786543607711792, 0.5045731067657471, 0.04468951374292374]","[0.34389084577560425, 0.49435749650001526, 0.03506910800933838]","[0.32669275999069214, 0.4938029944896698, 0.03429100289940834]","[0.3082137107849121, 0.49590176343917847, 0.03615960851311684]","[0.28035789728164673, 0.5049533843994141, 0.052073463797569275]","[0.31053197383880615, 0.510606050491333, 0.03380327671766281]","[0.3292544186115265, 0.5110152959823608, 0.030133334919810295]","[0.34649503231048584, 0.509867250919342, 0.031793586909770966]","[0.35857000946998596, 0.6296728253364563, -0.0475924089550972]","[0.42534881830215454, 0.6207398176193237, -0.07281893491744995]","[0.4684624671936035, 0.6205571889877319, -0.06765495240688324]","[0.523151159286499, 0.6288042664527893, -0.029339848086237907]","[0.46820753812789917, 0.6239405870437622, -0.07050063461065292]","[0.424294114112854, 0.624134361743927, -0.07578998804092407]","[0.4435194730758667, 0.3961990475654602, 0.07271303236484528]","[0.4449460506439209, 0.7185708284378052, -0.07634303718805313]"
"[0.5074949264526367, 0.5035030841827393, 0.06045003607869148]","[0.5403111577033997, 0.4924517273902893, 0.05712365359067917]","[0.5574747920036316, 0.4913318455219269, 0.059715669602155685]","[0.5753660202026367, 0.4930146336555481, 0.06522228568792343]","[0.5996350646018982, 0.5020125508308411, 0.08604491502046585]","[0.5738858580589294, 0.5086202621459961, 0.06217518076300621]","[0.556005597114563, 0.509384274482727, 0.05540795251727104]","[0.5388422012329102, 0.5086413621902466, 0.053163640201091766]","[0.3794998824596405, 0.5040112733840942, 0.045747049152851105]","[0.34519651532173157, 0.49371224641799927, 0.036322832107543945]","[0.32810044288635254, 0.49309009313583374, 0.03559191897511482]","[0.3096504211425781, 0.49513131380081177, 0.03746802359819412]","[0.2818151116371155, 0.5040975213050842, 0.05331854894757271]","[0.31170135736465454, 0.5097809433937073, 0.034970723092556]","[0.3302873969078064, 0.510248064994812, 0.03125666454434395]","[0.34743162989616394, 0.5091680288314819, 0.032870158553123474]","[0.3587925434112549, 0.6293778419494629, -0.04819972813129425]","[0.4252106845378876, 0.6205542087554932, -0.07335395365953445]","[0.4680425524711609, 0.620510995388031, -0.06839687377214432]","[0.5226491689682007, 0.6289831399917603, -0.030709262937307358]","[0.4677128195762634, 0.6238439083099365, -0.0715022161602974]","[0.4239443838596344, 0.6239011883735657, -0.07655864953994751]","[0.4459070563316345, 0.3964528441429138, 0.07466176152229309]","[0.44307416677474976, 0.7180553078651428, -0.07789894193410873]"
"[0.5054481625556946, 0.5032905340194702, 0.058839812874794006]","[0.5381957292556763, 0.4925772547721863, 0.055189281702041626]","[0.5552620887756348, 0.4915338456630707, 0.05776524916291237]","[0.5730684399604797, 0.49323323369026184, 0.06333006173372269]","[0.5973783135414124, 0.502040445804596, 0.08431782573461533]","[0.5716667771339417, 0.5084509253501892, 0.060565706342458725]","[0.5538099408149719, 0.509197473526001, 0.05379132553935051]","[0.536669135093689, 0.5084372162818909, 0.05157050862908363]","[0.3777048885822296, 0.5035713911056519, 0.044533662497997284]","[0.3435385525226593, 0.49347984790802, 0.03494950383901596]","[0.3265218734741211, 0.4928615093231201, 0.034249257296323776]","[0.3081452250480652, 0.4948654770851135, 0.03630659729242325]","[0.2803499102592468, 0.5036348104476929, 0.05241048336029053]","[0.31016525626182556, 0.50926673412323, 0.03405363857746124]","[0.32871249318122864, 0.5097694396972656, 0.03030768409371376]","[0.34579765796661377, 0.5087024569511414, 0.03182988613843918]","[0.35872697830200195, 0.6288781762123108, -0.046834610402584076]","[0.4240999221801758, 0.6203500628471375, -0.07187695056200027]","[0.4664524793624878, 0.6203044056892395, -0.06703145802021027]","[0.5204824209213257, 0.6285200119018555, -0.02976062335073948]","[0.4662264585494995, 0.6236025094985962, -0.06994163244962692]","[0.4229937791824341, 0.6236456036567688, -0.0749088004231453]","[0.4434558153152466, 0.39573246240615845, 0.07090345025062561]","[0.44208648800849915, 0.717767596244812, -0.07447613030672073]"
"[0.5056817531585693, 0.5037345290184021, 0.05955520644783974]","[0.5382469296455383, 0.49315720796585083, 0.05584185943007469]","[0.5551390647888184, 0.49208003282546997, 0.05828367546200752]","[0.5728765726089478, 0.493691086769104, 0.06367934495210648]","[0.597469687461853, 0.5023447871208191, 0.08438239991664886]","[0.5718147158622742, 0.5087101459503174, 0.06079492345452309]","[0.5539774894714355, 0.5094722509384155, 0.054135117679834366]","[0.5368650555610657, 0.5087542533874512, 0.05204598233103752]","[0.37788519263267517, 0.5045069456100464, 0.0461689829826355]","[0.34377169609069824, 0.4948377013206482, 0.03692980483174324]","[0.3268831670284271, 0.4943029582500458, 0.03636512905359268]","[0.30863964557647705, 0.4963550567626953, 0.038480378687381744]","[0.28089427947998047, 0.5051567554473877, 0.05460595339536667]","[0.3106294274330139, 0.5105290412902832, 0.03603852167725563]","[0.3291679620742798, 0.5109301209449768, 0.032184503972530365]","[0.34618833661079407, 0.5097740292549133, 0.03357524797320366]","[0.3596469461917877, 0.6293595433235168, -0.047583047300577164]","[0.42504769563674927, 0.6202124953269958, -0.07279127091169357]","[0.46759599447250366, 0.6200469136238098, -0.06821245700120926]","[0.521976113319397, 0.6285301446914673, -0.031357020139694214]","[0.46735644340515137, 0.6233784556388855, -0.07123645395040512]","[0.4241361618041992, 0.6235533356666565, -0.07594139873981476]","[0.44180500507354736, 0.39617595076560974, 0.07413239777088165]","[0.44527187943458557, 0.7188700437545776, -0.07796099781990051]"
"[0.5057547092437744, 0.503815770149231, 0.06086798384785652]","[0.5385458469390869, 0.49250954389572144, 0.05776384472846985]","[0.5557563304901123, 0.49136999249458313, 0.060471899807453156]","[0.5736624598503113, 0.49308890104293823, 0.06615845859050751]","[0.5978713035583496, 0.5023261904716492, 0.08725576847791672]","[0.5724508762359619, 0.5089015960693359, 0.06304088979959488]","[0.5546336770057678, 0.509710967540741, 0.05612442269921303]","[0.5374121069908142, 0.5089923143386841, 0.05375968664884567]","[0.37781232595443726, 0.5041888356208801, 0.04517403617501259]","[0.34338268637657166, 0.49352431297302246, 0.03550342097878456]","[0.3261926472187042, 0.4928465485572815, 0.0346357598900795]","[0.307607501745224, 0.4949035048484802, 0.036465466022491455]","[0.2795373797416687, 0.504134476184845, 0.05229317396879196]","[0.3096107542514801, 0.5098528861999512, 0.0339989960193634]","[0.3282967507839203, 0.5103690028190613, 0.030355120077729225]","[0.34552597999572754, 0.5093395113945007, 0.032082125544548035]","[0.3580826222896576, 0.6289547085762024, -0.04856271296739578]","[0.4251498281955719, 0.6202403903007507, -0.07357479631900787]","[0.46815720200538635, 0.6202153563499451, -0.06817303597927094]","[0.5224305391311646, 0.6286360025405884, -0.02974723093211651]","[0.46792900562286377, 0.6235755085945129, -0.0713798999786377]","[0.42411258816719055, 0.6236191987991333, -0.0769382119178772]","[0.4432692527770996, 0.3958719074726105, 0.07412581890821457]","[0.44411033391952515, 0.7184057831764221, -0.07799060642719269]"
"[0.5062511563301086, 0.5033864974975586, 0.0589810386300087]","[0.5389254093170166, 0.49258583784103394, 0.055357933044433594]","[0.5559190511703491, 0.4914970099925995, 0.05790329724550247]","[0.5737221240997314, 0.49314746260643005, 0.06342431157827377]","[0.5980802774429321, 0.5019607543945312, 0.08435799181461334]","[0.5724636316299438, 0.5083774924278259, 0.0606650784611702]","[0.554672122001648, 0.5091513395309448, 0.0539265014231205]","[0.5375683903694153, 0.5084413886070251, 0.05172295123338699]","[0.37855803966522217, 0.5039374828338623, 0.044668927788734436]","[0.34427493810653687, 0.4939296543598175, 0.035118624567985535]","[0.3272477686405182, 0.493324339389801, 0.03444726765155792]","[0.3088349401950836, 0.49534738063812256, 0.03644997626543045]","[0.28096145391464233, 0.5042062997817993, 0.052535176277160645]","[0.31095409393310547, 0.5097285509109497, 0.034217242151498795]","[0.3295636773109436, 0.5101898312568665, 0.030457770451903343]","[0.34666991233825684, 0.5090903043746948, 0.03191734477877617]","[0.35929879546165466, 0.6288899183273315, -0.04691711813211441]","[0.42561474442481995, 0.6202479004859924, -0.07205908000469208]","[0.46803760528564453, 0.6201586127281189, -0.06708529591560364]","[0.5220378637313843, 0.6283928155899048, -0.02939843386411667]","[0.4679672122001648, 0.623357355594635, -0.06991952657699585]","[0.4247482717037201, 0.623458206653595, -0.07508713752031326]","[0.4434722065925598, 0.39594078063964844, 0.07089328020811081]","[0.445292592048645, 0.7184281945228577, -0.07486142218112946]"
"[0.5061630606651306, 0.5035587549209595, 0.059768326580524445]","[0.5388639569282532, 0.49247151613235474, 0.05636736750602722]","[0.5559608340263367, 0.49134576320648193, 0.05899190530180931]","[0.5738383531570435, 0.49303334951400757, 0.06457334011793137]","[0.5981533527374268, 0.5020745396614075, 0.08557755500078201]","[0.5725311040878296, 0.508574366569519, 0.0616682767868042]","[0.5546918511390686, 0.5093517303466797, 0.05484025552868843]","[0.5375387668609619, 0.5086318850517273, 0.05256390944123268]","[0.37791967391967773, 0.5040768384933472, 0.044890619814395905]","[0.34361493587493896, 0.4937046468257904, 0.03530804067850113]","[0.32647985219955444, 0.4930543899536133, 0.034555304795503616]","[0.30796459317207336, 0.49510297179222107, 0.03647032380104065]","[0.28000885248184204, 0.5041848421096802, 0.05245725065469742]","[0.31010764837265015, 0.5098081231117249, 0.034148864448070526]","[0.32876428961753845, 0.510284423828125, 0.030440261587500572]","[0.345910906791687, 0.509211003780365, 0.032014355063438416]","[0.3589780926704407, 0.6290599703788757, -0.04764316603541374]","[0.42540639638900757, 0.620339035987854, -0.07257673144340515]","[0.4679613709449768, 0.6202772855758667, -0.06749743968248367]","[0.522081732749939, 0.6286133527755737, -0.029757415875792503]","[0.46771714091300964, 0.623383104801178, -0.0705225020647049]","[0.4243878424167633, 0.623447597026825, -0.0757681354880333]","[0.4433928430080414, 0.39561426639556885, 0.07211393117904663]","[0.44416800141334534, 0.7180665731430054, -0.07609721273183823]"
"[0.5066308975219727, 0.5038977265357971, 0.05934493616223335]","[0.5391895174980164, 0.4931834638118744, 0.05570894107222557]","[0.5561180710792542, 0.49210548400878906, 0.0581766702234745]","[0.5738837122917175, 0.4937531352043152, 0.0635959804058075]","[0.5983443260192871, 0.5025520324707031, 0.08430259674787521]","[0.572679877281189, 0.508922815322876, 0.06070425733923912]","[0.5548748970031738, 0.5096770524978638, 0.05403576046228409]","[0.5377920866012573, 0.5089467763900757, 0.05192416533827782]","[0.37878382205963135, 0.50456702709198, 0.04571617767214775]","[0.3446913957595825, 0.4946131706237793, 0.03645724430680275]","[0.327745258808136, 0.49401533603668213, 0.03585898131132126]","[0.3094363808631897, 0.4960443377494812, 0.037898916751146317]","[0.2816963493824005, 0.5049444437026978, 0.05396523326635361]","[0.3114430606365204, 0.5104259252548218, 0.03550106659531593]","[0.3299664258956909, 0.5108705759048462, 0.03168710693717003]","[0.3469974994659424, 0.5097609758377075, 0.03310437500476837]","[0.3599073588848114, 0.6288514733314514, -0.04755084961652756]","[0.4254909157752991, 0.6201338768005371, -0.07237016409635544]","[0.467706561088562, 0.6200241446495056, -0.06772058457136154]","[0.5220358371734619, 0.628239631652832, -0.03109346330165863]","[0.46749377250671387, 0.6226817965507507, -0.07097967714071274]","[0.4245659112930298, 0.6227877140045166, -0.07579930871725082]","[0.44384706020355225, 0.3963623046875, 0.07327283173799515]","[0.44440484046936035, 0.7177777290344238, -0.0773361399769783]"
"[0.505699634552002, 0.5041341781616211, 0.05977144092321396]","[0.5384128093719482, 0.49283674359321594, 0.05660536512732506]","[0.5555670857429504, 0.49169614911079407, 0.05932402238249779]","[0.5734233260154724, 0.4934161305427551, 0.06499849259853363]","[0.5974924564361572, 0.5025380849838257, 0.08605606853961945]","[0.571956992149353, 0.5091374516487122, 0.06198713183403015]","[0.5541724562644958, 0.5099260210990906, 0.05509660765528679]","[0.537055492401123, 0.5092097520828247, 0.0527336411178112]","[0.3779231309890747, 0.5044786334037781, 0.044123001396656036]","[0.34357157349586487, 0.4937656819820404, 0.0344652384519577]","[0.32638636231422424, 0.49306559562683105, 0.03359535336494446]","[0.3078621029853821, 0.49511170387268066, 0.03545212000608444]","[0.2800757586956024, 0.5042732954025269, 0.051258232444524765]","[0.3101685047149658, 0.510084867477417, 0.03305059298872948]","[0.3287736773490906, 0.5106024742126465, 0.02946724370121956]","[0.3459053337574005, 0.5095677375793457, 0.031150972470641136]","[0.3605707287788391, 0.6289879083633423, -0.04831254854798317]","[0.42591574788093567, 0.6205151081085205, -0.07233986258506775]","[0.46781542897224426, 0.6204290986061096, -0.06700406968593597]","[0.5211127996444702, 0.6285140514373779, -0.029684873297810555]","[0.46774324774742126, 0.6235065460205078, -0.07003973424434662]","[0.42496341466903687, 0.6235801577568054, -0.07552546262741089]","[0.4430878162384033, 0.3966856598854065, 0.0718594640493393]","[0.44433993101119995, 0.7170843482017517, -0.07525686919689178]"
"[0.5085286498069763, 0.5037011504173279, 0.05907188355922699]","[0.5414670705795288, 0.49298030138015747, 0.05513327941298485]","[0.5585472583770752, 0.4919186234474182, 0.05750308558344841]","[0.5765134692192078, 0.49359938502311707, 0.06285091489553452]","[0.6013041734695435, 0.5024241209030151, 0.08358366787433624]","[0.5751001238822937, 0.5087780952453613, 0.05999205261468887]","[0.5571039319038391, 0.5094948410987854, 0.053389035165309906]","[0.53988116979599, 0.5087569355964661, 0.051357466727495193]","[0.37990257143974304, 0.504304826259613, 0.04630463942885399]","[0.3455980122089386, 0.49437373876571655, 0.03707796335220337]","[0.32851970195770264, 0.4938085079193115, 0.036576949059963226]","[0.3101358413696289, 0.4958854615688324, 0.03879113867878914]","[0.2824755907058716, 0.50481778383255, 0.055205151438713074]","[0.3122307062149048, 0.5102741718292236, 0.03641272708773613]","[0.3308258652687073, 0.5107032656669617, 0.03244500234723091]","[0.3479653596878052, 0.5095682740211487, 0.0337490551173687]","[0.36079898476600647, 0.6296102404594421, -0.04695887491106987]","[0.425857812166214, 0.6209643483161926, -0.07267241179943085]","[0.46843233704566956, 0.620805561542511, -0.0682421326637268]","[0.5236106514930725, 0.6289448142051697, -0.031400084495544434]","[0.4684200882911682, 0.6241959929466248, -0.07108587771654129]","[0.42496201395988464, 0.6243472099304199, -0.07564716041088104]","[0.44447779655456543, 0.39699146151542664, 0.07307600975036621]","[0.4467068314552307, 0.7190448641777039, -0.07644623517990112]"
"[0.5062354207038879, 0.5034360289573669, 0.057085249572992325]","[0.5395033359527588, 0.492451012134552, 0.05328597128391266]","[0.5567880272865295, 0.49135613441467285, 0.05559413880109787]","[0.5747954249382019, 0.49306005239486694, 0.060795146971940994]","[0.5991702675819397, 0.501995325088501, 0.08103849738836288]","[0.5726038217544556, 0.5085774064064026, 0.05795693024992943]","[0.5545445680618286, 0.5093060731887817, 0.05149944871664047]","[0.5373238325119019, 0.5085357427597046, 0.0494404099881649]","[0.3797401189804077, 0.5035188794136047, 0.04472211003303528]","[0.3459455370903015, 0.4929995834827423, 0.03583889454603195]","[0.32899051904678345, 0.4922769069671631, 0.035275738686323166]","[0.3107774555683136, 0.4942234754562378, 0.03743356466293335]","[0.28371548652648926, 0.5030241012573242, 0.05345655605196953]","[0.31304705142974854, 0.5088457465171814, 0.03503615781664848]","[0.3313239812850952, 0.5094171166419983, 0.03118463046848774]","[0.3482295870780945, 0.5084474682807922, 0.03252812474966049]","[0.358508437871933, 0.6285651326179504, -0.04450201615691185]","[0.42265599966049194, 0.6206594705581665, -0.07030012458562851]","[0.46480125188827515, 0.6206667423248291, -0.06606889516115189]","[0.5207449793815613, 0.6285684108734131, -0.029847152531147003]","[0.4647722840309143, 0.6239265203475952, -0.06882308423519135]","[0.42165446281433105, 0.6238940358161926, -0.07313809543848038]","[0.44422465562820435, 0.39780548214912415, 0.06943361461162567]","[0.44212600588798523, 0.7189170122146606, -0.07350537925958633]"
