left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5554924011230469, 0.3240830600261688, 0.04272707924246788]","[0.5807865858078003, 0.31890082359313965, 0.0382029227912426]","[0.5929734110832214, 0.31906306743621826, 0.038803793489933014]","[0.6056954860687256, 0.3209882974624634, 0.04162733256816864]","[0.6233975887298584, 0.32760846614837646, 0.05562065169215202]","[0.6034678220748901, 0.32951977849006653, 0.039580486714839935]","[0.5905043482780457, 0.3292824327945709, 0.035557374358177185]","[0.5781043767929077, 0.3281989097595215, 0.03523492068052292]","[0.46519938111305237, 0.3220534920692444, 0.04167745262384415]","[0.44098174571990967, 0.3159331679344177, 0.03677991032600403]","[0.4288334548473358, 0.31557410955429077, 0.037171415984630585]","[0.41596826910972595, 0.3170804977416992, 0.039679910987615585]","[0.3979504108428955, 0.3230903148651123, 0.05312227085232735]","[0.41752827167510986, 0.32589733600616455, 0.037618398666381836]","[0.4303983747959137, 0.3261004388332367, 0.0338880829513073]","[0.4426560401916504, 0.3254026770591736, 0.03383198752999306]","[0.4519532322883606, 0.41400331258773804, -0.033481501042842865]","[0.49355682730674744, 0.40665194392204285, -0.055009875446558]","[0.5228574275970459, 0.4068222641944885, -0.054609984159469604]","[0.5649502277374268, 0.4147767722606659, -0.03224601224064827]","[0.524047315120697, 0.410856157541275, -0.056742627173662186]","[0.49270257353782654, 0.41057756543159485, -0.05717697739601135]","[0.5127035975456238, 0.258558452129364, 0.064818374812603]","[0.5058411955833435, 0.48131421208381653, -0.0634705051779747]"
"[0.5547212958335876, 0.3236539661884308, 0.041533373296260834]","[0.5800120234489441, 0.31796354055404663, 0.036739543080329895]","[0.5922860503196716, 0.31800907850265503, 0.0372328907251358]","[0.6051263213157654, 0.31989729404449463, 0.039978623390197754]","[0.6227049231529236, 0.32660773396492004, 0.0539042167365551]","[0.6027867794036865, 0.3288014829158783, 0.03808537870645523]","[0.5897682905197144, 0.32867786288261414, 0.03414177894592285]","[0.5772961974143982, 0.3276647925376892, 0.03390626609325409]","[0.465024471282959, 0.3221985399723053, 0.04136525094509125]","[0.44051212072372437, 0.3159160017967224, 0.03667233884334564]","[0.42835062742233276, 0.31564566493034363, 0.03714458644390106]","[0.4155595898628235, 0.31729575991630554, 0.039750903844833374]","[0.39806002378463745, 0.32357123494148254, 0.05337627977132797]","[0.4176849126815796, 0.32638174295425415, 0.03779631480574608]","[0.4304920434951782, 0.3265382647514343, 0.03397654369473457]","[0.44270628690719604, 0.32575708627700806, 0.03382102772593498]","[0.45267611742019653, 0.4150765538215637, -0.03194634988903999]","[0.4944978654384613, 0.40787944197654724, -0.0538904182612896]","[0.5237671732902527, 0.4078502357006073, -0.0539250448346138]","[0.5663214325904846, 0.4151104986667633, -0.03194461762905121]","[0.5249034762382507, 0.41148436069488525, -0.05609040707349777]","[0.4935772120952606, 0.41142094135284424, -0.05605056509375572]","[0.5099068880081177, 0.25841012597084045, 0.06281392276287079]","[0.5078396201133728, 0.4820709228515625, -0.06192975118756294]"
"[0.5550069808959961, 0.32405415177345276, 0.0416133850812912]","[0.5805683732032776, 0.3185231685638428, 0.0368451289832592]","[0.5929083228111267, 0.318628191947937, 0.03736477717757225]","[0.6057716012001038, 0.32054856419563293, 0.04016055911779404]","[0.6234855651855469, 0.32726770639419556, 0.0542118176817894]","[0.6034358739852905, 0.3294016420841217, 0.038243502378463745]","[0.5903962850570679, 0.32922258973121643, 0.03427167609333992]","[0.577853798866272, 0.3281644284725189, 0.034012969583272934]","[0.4648085832595825, 0.322197824716568, 0.04121984541416168]","[0.44045934081077576, 0.31585702300071716, 0.03639538958668709]","[0.4282502233982086, 0.3154910206794739, 0.0368727371096611]","[0.4153987765312195, 0.3170372247695923, 0.03949883580207825]","[0.39762014150619507, 0.32315492630004883, 0.05318403244018555]","[0.41705799102783203, 0.3260447382926941, 0.03751680254936218]","[0.4298766255378723, 0.3262757658958435, 0.03369709476828575]","[0.44217023253440857, 0.32558390498161316, 0.03354398161172867]","[0.45165809988975525, 0.4140506684780121, -0.03239502012729645]","[0.49285992980003357, 0.4069143533706665, -0.05425446480512619]","[0.5219337344169617, 0.40707090497016907, -0.05413711816072464]","[0.5639986991882324, 0.41480594873428345, -0.03196489438414574]","[0.5231782793998718, 0.4111720323562622, -0.056003328412771225]","[0.4919944107532501, 0.41090458631515503, -0.0561409592628479]","[0.5115612149238586, 0.2587493658065796, 0.06257347762584686]","[0.5054140090942383, 0.48144251108169556, -0.06120491027832031]"
"[0.5551719665527344, 0.32375991344451904, 0.04146255552768707]","[0.5806055665016174, 0.3180936574935913, 0.036659352481365204]","[0.592924952507019, 0.3181575536727905, 0.037169091403484344]","[0.6057918071746826, 0.3200581669807434, 0.039923571050167084]","[0.623380720615387, 0.3267902433872223, 0.053923122584819794]","[0.6033730506896973, 0.3289860188961029, 0.0380411259829998]","[0.5903315544128418, 0.3288404643535614, 0.03408905491232872]","[0.5778304934501648, 0.3278089463710785, 0.03383563086390495]","[0.4652755856513977, 0.32213786244392395, 0.041237104684114456]","[0.44081151485443115, 0.3157907724380493, 0.03649716451764107]","[0.4286143481731415, 0.3154734671115875, 0.036974746733903885]","[0.4157795310020447, 0.31707891821861267, 0.03960222378373146]","[0.3981470465660095, 0.32328906655311584, 0.05327817052602768]","[0.41774576902389526, 0.32615259289741516, 0.03764369338750839]","[0.4305723309516907, 0.32634323835372925, 0.03381774574518204]","[0.44282108545303345, 0.3256050944328308, 0.03366499021649361]","[0.4522066116333008, 0.41442933678627014, -0.03198390454053879]","[0.49386078119277954, 0.40734419226646423, -0.05390813201665878]","[0.5230687856674194, 0.4074179232120514, -0.053897466510534286]","[0.5653852820396423, 0.4148399829864502, -0.03185904026031494]","[0.5242014527320862, 0.4111233949661255, -0.05599778890609741]","[0.49296751618385315, 0.4109538495540619, -0.055992987006902695]","[0.5111762881278992, 0.2584241032600403, 0.062338415533304214]","[0.5064994692802429, 0.4814608693122864, -0.061450064182281494]"
"[0.555015504360199, 0.3239956796169281, 0.04171072319149971]","[0.5805429816246033, 0.31832244992256165, 0.03700490668416023]","[0.5928444266319275, 0.31841641664505005, 0.03753538429737091]","[0.6056795716285706, 0.32035523653030396, 0.04034460708498955]","[0.6232853531837463, 0.3271818161010742, 0.054394397884607315]","[0.6033417582511902, 0.3293551504611969, 0.03843498229980469]","[0.5903034806251526, 0.3292032480239868, 0.03444984182715416]","[0.577773928642273, 0.3281402587890625, 0.03416069224476814]","[0.4654434621334076, 0.32217156887054443, 0.041160210967063904]","[0.4410451352596283, 0.31571027636528015, 0.036372110247612]","[0.4288754165172577, 0.31535571813583374, 0.036827150732278824]","[0.4160575866699219, 0.3169347941875458, 0.03943478316068649]","[0.3983309268951416, 0.3231596052646637, 0.05305079370737076]","[0.4177657961845398, 0.3260814845561981, 0.037452489137649536]","[0.4305751919746399, 0.32632309198379517, 0.0336591973900795]","[0.44285833835601807, 0.32561495900154114, 0.03353136032819748]","[0.4515712261199951, 0.41420888900756836, -0.03233573958277702]","[0.49338498711586, 0.4071003198623657, -0.05410398170351982]","[0.5225153565406799, 0.40724170207977295, -0.053954098373651505]","[0.5648627281188965, 0.4148648679256439, -0.031769681721925735]","[0.5236306190490723, 0.4108441174030304, -0.05613263323903084]","[0.4924544095993042, 0.41060569882392883, -0.05628843605518341]","[0.5118385553359985, 0.258201003074646, 0.06251692771911621]","[0.5055640339851379, 0.4814361035823822, -0.061958715319633484]"
"[0.5554666519165039, 0.3239099085330963, 0.04184824600815773]","[0.5810095071792603, 0.3181893527507782, 0.0371488556265831]","[0.59333336353302, 0.3182675242424011, 0.03766297176480293]","[0.6061966419219971, 0.3202039897441864, 0.04044724255800247]","[0.6237918138504028, 0.3270590603351593, 0.054449453949928284]","[0.6038278341293335, 0.32926145195961, 0.03847059980034828]","[0.5907641649246216, 0.3291073143482208, 0.034499600529670715]","[0.5782261490821838, 0.3280465304851532, 0.03424050286412239]","[0.4657401442527771, 0.32206490635871887, 0.04151143133640289]","[0.4413110613822937, 0.31552907824516296, 0.03680676594376564]","[0.4291099011898041, 0.31516510248184204, 0.03728627786040306]","[0.41626405715942383, 0.3167436718940735, 0.03991520777344704]","[0.39855295419692993, 0.3230033814907074, 0.053559914231300354]","[0.41799578070640564, 0.3259704113006592, 0.0378849133849144]","[0.430807888507843, 0.3262166380882263, 0.03407195955514908]","[0.4431043863296509, 0.3255130648612976, 0.03392810374498367]","[0.4516904950141907, 0.414083331823349, -0.0325004942715168]","[0.49348798394203186, 0.4069274067878723, -0.05440137907862663]","[0.522676408290863, 0.40705445408821106, -0.05432331562042236]","[0.5651305913925171, 0.41470950841903687, -0.03217886760830879]","[0.5237889289855957, 0.4107402563095093, -0.0565497912466526]","[0.49252983927726746, 0.41051173210144043, -0.056623805314302444]","[0.5121749639511108, 0.2580357789993286, 0.06321579217910767]","[0.5057360529899597, 0.48116904497146606, -0.06255445629358292]"
"[0.5555881857872009, 0.3239362835884094, 0.042362600564956665]","[0.5811501145362854, 0.3183347284793854, 0.03760049119591713]","[0.5934900641441345, 0.3184218406677246, 0.03807460516691208]","[0.6064183712005615, 0.32034412026405334, 0.0408259853720665]","[0.624228298664093, 0.32717639207839966, 0.05479041114449501]","[0.6041579246520996, 0.3292728066444397, 0.03877728804945946]","[0.5910272598266602, 0.3290990889072418, 0.03482317551970482]","[0.5784448981285095, 0.3280394375324249, 0.0346180684864521]","[0.4651489555835724, 0.32215312123298645, 0.042365364730358124]","[0.44064491987228394, 0.3157670795917511, 0.03775513172149658]","[0.4284323453903198, 0.3154217302799225, 0.0382816419005394]","[0.41556283831596375, 0.31700342893600464, 0.04094061627984047]","[0.39773303270339966, 0.32327917218208313, 0.054663244634866714]","[0.41721445322036743, 0.3261413872241974, 0.03884027898311615]","[0.43006354570388794, 0.3263535797595978, 0.03497181832790375]","[0.4423966407775879, 0.3256259858608246, 0.034790750592947006]","[0.4509544372558594, 0.41435688734054565, -0.032991282641887665]","[0.49307841062545776, 0.40683069825172424, -0.05524815618991852]","[0.522506594657898, 0.4069136381149292, -0.055260442197322845]","[0.5652294754981995, 0.4148000478744507, -0.032989948987960815]","[0.5236023664474487, 0.41080936789512634, -0.05739394947886467]","[0.4920552670955658, 0.4106239974498749, -0.05738752707839012]","[0.5119895339012146, 0.2581585645675659, 0.06488559395074844]","[0.5054116249084473, 0.48170366883277893, -0.063961923122406]"
"[0.5554821491241455, 0.32391977310180664, 0.04108549654483795]","[0.5810571908950806, 0.3184185326099396, 0.03617550805211067]","[0.5934021472930908, 0.3185228407382965, 0.036687031388282776]","[0.6063046455383301, 0.3204211890697479, 0.03950567543506622]","[0.6240785121917725, 0.3271130919456482, 0.05366458743810654]","[0.6040313243865967, 0.3292493224143982, 0.0376872643828392]","[0.5909295082092285, 0.32908910512924194, 0.033730827271938324]","[0.5783476829528809, 0.3280256688594818, 0.033461615443229675]","[0.4653075337409973, 0.3220862150192261, 0.0409337617456913]","[0.4408539831638336, 0.3157403767108917, 0.03609636053442955]","[0.42864224314689636, 0.3153800964355469, 0.036610428243875504]","[0.41579851508140564, 0.3169150650501251, 0.03931661322712898]","[0.39799928665161133, 0.32300519943237305, 0.05317709594964981]","[0.4173775911331177, 0.32592639327049255, 0.03744731843471527]","[0.4302014708518982, 0.32618463039398193, 0.03359567001461983]","[0.44253993034362793, 0.32549357414245605, 0.03339919075369835]","[0.45166003704071045, 0.41388899087905884, -0.031861357390880585]","[0.4931112229824066, 0.4068641662597656, -0.05387405678629875]","[0.5220823884010315, 0.4070093631744385, -0.053846560418605804]","[0.5643484592437744, 0.4145612418651581, -0.03172612562775612]","[0.523181676864624, 0.41066986322402954, -0.055789537727832794]","[0.49211639165878296, 0.4104131758213043, -0.05581865832209587]","[0.5121987462043762, 0.25795626640319824, 0.06118752807378769]","[0.5049611926078796, 0.4809715747833252, -0.06046777591109276]"
"[0.5550692081451416, 0.32384824752807617, 0.04261695221066475]","[0.5806319713592529, 0.31790587306022644, 0.03788664564490318]","[0.5930097699165344, 0.3179279565811157, 0.0383170060813427]","[0.6059767007827759, 0.31985241174697876, 0.04102136194705963]","[0.6237574219703674, 0.32683101296424866, 0.05487782135605812]","[0.603754997253418, 0.32906797528266907, 0.03886669501662254]","[0.5906227231025696, 0.3289327025413513, 0.03494129329919815]","[0.5780150294303894, 0.3279089629650116, 0.03477725386619568]","[0.4645613431930542, 0.3222295045852661, 0.042894355952739716]","[0.4399743974208832, 0.3155972361564636, 0.038438498973846436]","[0.4277293086051941, 0.3152324855327606, 0.038985926657915115]","[0.41485509276390076, 0.31685784459114075, 0.04165848717093468]","[0.39717063307762146, 0.3233407139778137, 0.05538085475564003]","[0.4165917634963989, 0.3262687921524048, 0.039460230618715286]","[0.42943376302719116, 0.326480507850647, 0.035548266023397446]","[0.441771924495697, 0.3257450461387634, 0.03535178303718567]","[0.45054197311401367, 0.41431960463523865, -0.03307703509926796]","[0.49279987812042236, 0.4067840576171875, -0.055468376725912094]","[0.522361159324646, 0.4068327844142914, -0.05557083338499069]","[0.5653767585754395, 0.4146541357040405, -0.03346461430191994]","[0.5234109163284302, 0.4105604290962219, -0.05788786709308624]","[0.49180638790130615, 0.4104175865650177, -0.05776575580239296]","[0.5109155178070068, 0.2578277289867401, 0.06575049459934235]","[0.505490243434906, 0.4815041124820709, -0.06513536721467972]"
"[0.5551807880401611, 0.32393863797187805, 0.042205724865198135]","[0.5807774662971497, 0.31807130575180054, 0.03749470040202141]","[0.593146026134491, 0.31811779737472534, 0.037970829755067825]","[0.6060804724693298, 0.320046603679657, 0.040731802582740784]","[0.6238887310028076, 0.32699376344680786, 0.05469777435064316]","[0.6039147973060608, 0.329229474067688, 0.03865551948547363]","[0.5908203721046448, 0.329097718000412, 0.0347062386572361]","[0.578216016292572, 0.3280577063560486, 0.034483931958675385]","[0.46503883600234985, 0.3222236633300781, 0.042143091559410095]","[0.4405580759048462, 0.31559136509895325, 0.03754720091819763]","[0.42834052443504333, 0.3152114152908325, 0.038060691207647324]","[0.4154835641384125, 0.31679946184158325, 0.040730904787778854]","[0.39773616194725037, 0.3231757879257202, 0.05444943532347679]","[0.41700589656829834, 0.3261282444000244, 0.03861487656831741]","[0.42981377243995667, 0.32638663053512573, 0.034744277596473694]","[0.4421684741973877, 0.32569262385368347, 0.03456200286746025]","[0.45082250237464905, 0.4139147400856018, -0.032770201563835144]","[0.4927758574485779, 0.4066449999809265, -0.05495385453104973]","[0.5221066474914551, 0.4067689776420593, -0.05495203658938408]","[0.5649712085723877, 0.4145338833332062, -0.032780956476926804]","[0.5231621861457825, 0.4104059338569641, -0.057270463556051254]","[0.49178382754325867, 0.41018185019493103, -0.057268302887678146]","[0.5115394592285156, 0.25764021277427673, 0.06428669393062592]","[0.5051566958427429, 0.4810486137866974, -0.06384791433811188]"
"[0.5547767877578735, 0.32368233799934387, 0.042456455528736115]","[0.5803199410438538, 0.3176644742488861, 0.037750598043203354]","[0.5927078723907471, 0.31767162680625916, 0.03819391503930092]","[0.6056777238845825, 0.31958863139152527, 0.04090757295489311]","[0.6234371662139893, 0.32658112049102783, 0.05476374551653862]","[0.6034713387489319, 0.3288732171058655, 0.0387781523168087]","[0.5903552174568176, 0.3287600874900818, 0.03484972193837166]","[0.5777506232261658, 0.32774412631988525, 0.03466538339853287]","[0.464417964220047, 0.32216042280197144, 0.04259343445301056]","[0.4398244619369507, 0.3155064880847931, 0.03810162842273712]","[0.42758774757385254, 0.3151543140411377, 0.03863240033388138]","[0.4147370755672455, 0.31679567694664, 0.041282132267951965]","[0.3971051275730133, 0.32330185174942017, 0.05496649816632271]","[0.4164789319038391, 0.3262307345867157, 0.03912096843123436]","[0.42930182814598083, 0.3264400064945221, 0.0352303571999073]","[0.44163209199905396, 0.3256995379924774, 0.03504862263798714]","[0.4503873288631439, 0.41451823711395264, -0.03295285999774933]","[0.4925979971885681, 0.4069942533969879, -0.05525629222393036]","[0.5220220685005188, 0.40705031156539917, -0.055308714509010315]","[0.5649560689926147, 0.41490238904953003, -0.03320705145597458]","[0.5230769515037537, 0.4108617305755615, -0.0575660839676857]","[0.49152567982673645, 0.41071784496307373, -0.05747856944799423]","[0.5106230974197388, 0.2575814723968506, 0.0652400329709053]","[0.5051765441894531, 0.48164188861846924, -0.06450841575860977]"
"[0.554934561252594, 0.3240583539009094, 0.04245298355817795]","[0.5805259943008423, 0.3181195557117462, 0.03782859817147255]","[0.5928675532341003, 0.3181575536727905, 0.038301609456539154]","[0.6057530641555786, 0.32009029388427734, 0.041057802736759186]","[0.6235023736953735, 0.327068567276001, 0.05497035011649132]","[0.6036319732666016, 0.32934021949768066, 0.03891649469733238]","[0.5905812978744507, 0.329225093126297, 0.03497166931629181]","[0.5779818296432495, 0.328193336725235, 0.034752413630485535]","[0.4652078449726105, 0.3223704695701599, 0.04229447618126869]","[0.44072043895721436, 0.3156695067882538, 0.03772861137986183]","[0.4285336434841156, 0.3152862787246704, 0.0382254458963871]","[0.41571059823036194, 0.3168826401233673, 0.04087359830737114]","[0.39800339937210083, 0.32330086827278137, 0.054524749517440796]","[0.4172026813030243, 0.3262702524662018, 0.03871135786175728]","[0.429983526468277, 0.3265422582626343, 0.03485795110464096]","[0.4423348307609558, 0.3258550763130188, 0.03468501940369606]","[0.4506444036960602, 0.4139186143875122, -0.03304855898022652]","[0.49262288212776184, 0.4066568911075592, -0.05506715551018715]","[0.521927535533905, 0.40680137276649475, -0.055013515055179596]","[0.5647503137588501, 0.4146355986595154, -0.032948680222034454]","[0.5229616165161133, 0.4103674590587616, -0.057453833520412445]","[0.49164608120918274, 0.4101264774799347, -0.05750015377998352]","[0.5115116834640503, 0.2577187120914459, 0.06497858464717865]","[0.5050873756408691, 0.4811881184577942, -0.06467397511005402]"
"[0.5548685789108276, 0.3237725794315338, 0.04275086894631386]","[0.5804495215415955, 0.31782397627830505, 0.03808263689279556]","[0.5928257703781128, 0.31784993410110474, 0.03854196146130562]","[0.6057784557342529, 0.3197776973247528, 0.04126398265361786]","[0.623572826385498, 0.32676902413368225, 0.05513538420200348]","[0.603614330291748, 0.3290385603904724, 0.03909396007657051]","[0.5905044078826904, 0.3289141356945038, 0.0351543053984642]","[0.577888011932373, 0.3278822600841522, 0.03495955839753151]","[0.46456101536750793, 0.32214170694351196, 0.04279554262757301]","[0.4400061368942261, 0.31548821926116943, 0.038303766399621964]","[0.42777717113494873, 0.31512248516082764, 0.03881875425577164]","[0.4149140417575836, 0.31674233078956604, 0.0414663627743721]","[0.3972022533416748, 0.3232153654098511, 0.055137552320957184]","[0.4165372848510742, 0.3261667788028717, 0.03926204517483711]","[0.4293650984764099, 0.32639485597610474, 0.03537827357649803]","[0.4417177438735962, 0.32567113637924194, 0.03520921617746353]","[0.45037707686424255, 0.4143413305282593, -0.03329021856188774]","[0.492581844329834, 0.40683427453041077, -0.05553930625319481]","[0.5220498442649841, 0.4069209098815918, -0.05556850880384445]","[0.565044641494751, 0.41482412815093994, -0.03342197835445404]","[0.5231248736381531, 0.41068145632743835, -0.05791523680090904]","[0.491552472114563, 0.41050243377685547, -0.05786602199077606]","[0.5109320282936096, 0.25758180022239685, 0.06593126803636551]","[0.5052003860473633, 0.48154616355895996, -0.0652129277586937]"
"[0.5548778772354126, 0.32398927211761475, 0.04276525229215622]","[0.5804732441902161, 0.31804943084716797, 0.0381685234606266]","[0.5928356647491455, 0.3180876076221466, 0.038661036640405655]","[0.6057574152946472, 0.320024311542511, 0.04143017902970314]","[0.6235032081604004, 0.3270176351070404, 0.055375903844833374]","[0.6036131381988525, 0.3292815089225769, 0.03925895318388939]","[0.590541660785675, 0.3291613757610321, 0.03528614342212677]","[0.5779308676719666, 0.3281274437904358, 0.035051651298999786]","[0.46481794118881226, 0.3222629427909851, 0.04248052462935448]","[0.44026148319244385, 0.3155578374862671, 0.03789903596043587]","[0.42803123593330383, 0.3151763379573822, 0.03837623447179794]","[0.4151586890220642, 0.3167765438556671, 0.04100623354315758]","[0.39740225672721863, 0.32321247458457947, 0.05465873330831528]","[0.4167112112045288, 0.3261869549751282, 0.03881695121526718]","[0.42953553795814514, 0.3264469504356384, 0.03496861830353737]","[0.44190818071365356, 0.3257538974285126, 0.03482244536280632]","[0.4505294859409332, 0.4138394892215729, -0.033379536122083664]","[0.49267178773880005, 0.4065510928630829, -0.05535966157913208]","[0.5220483541488647, 0.4066886901855469, -0.05526475980877876]","[0.564916729927063, 0.4145148694515228, -0.03313677757978439]","[0.5231136679649353, 0.4102121591567993, -0.05772951990365982]","[0.4917134940624237, 0.40997958183288574, -0.05781233683228493]","[0.5112200379371643, 0.2577190101146698, 0.06551661342382431]","[0.5052356123924255, 0.4809570014476776, -0.06506356596946716]"
"[0.5549715757369995, 0.32388633489608765, 0.04344835504889488]","[0.5804800987243652, 0.31781861186027527, 0.038934364914894104]","[0.5928221940994263, 0.3178269565105438, 0.03939014673233032]","[0.6057331562042236, 0.31977128982543945, 0.0420926995575428]","[0.623441219329834, 0.32684943079948425, 0.0558486245572567]","[0.603621244430542, 0.32914644479751587, 0.03977835178375244]","[0.5905449986457825, 0.32903268933296204, 0.03584117069840431]","[0.5779475569725037, 0.3280103802680969, 0.03565044328570366]","[0.46486741304397583, 0.3222797214984894, 0.043356459587812424]","[0.44026827812194824, 0.31553545594215393, 0.038939397782087326]","[0.42805778980255127, 0.3151665925979614, 0.039430465549230576]","[0.41520851850509644, 0.3168056905269623, 0.04201557859778404]","[0.3975139260292053, 0.3233659267425537, 0.05554807931184769]","[0.4168575704097748, 0.32633131742477417, 0.03970291465520859]","[0.42968589067459106, 0.3265587389469147, 0.03584226593375206]","[0.4420337677001953, 0.32583165168762207, 0.03571112081408501]","[0.4498336911201477, 0.4143441319465637, -0.03380279988050461]","[0.4925576448440552, 0.40677353739738464, -0.05601445212960243]","[0.522342324256897, 0.40688493847846985, -0.05596429109573364]","[0.5655711889266968, 0.4149542450904846, -0.03377586603164673]","[0.5233664512634277, 0.41062813997268677, -0.058546122163534164]","[0.4915436804294586, 0.4104360342025757, -0.05854998156428337]","[0.5112327933311462, 0.2576950490474701, 0.06770738959312439]","[0.5052004456520081, 0.48167985677719116, -0.06719334423542023]"
"[0.5552912354469299, 0.32417941093444824, 0.042615968734025955]","[0.5809056162834167, 0.3182387351989746, 0.038019079715013504]","[0.5932592749595642, 0.3182802200317383, 0.038500960916280746]","[0.6061583757400513, 0.3202241063117981, 0.04125412926077843]","[0.6238790154457092, 0.3272353708744049, 0.05515885353088379]","[0.6040023565292358, 0.32951298356056213, 0.03907649591565132]","[0.5909359455108643, 0.3293924629688263, 0.03512626141309738]","[0.5783224105834961, 0.32834702730178833, 0.03490127995610237]","[0.46548110246658325, 0.32243770360946655, 0.042445145547389984]","[0.4409586787223816, 0.31569528579711914, 0.03790675103664398]","[0.4287533760070801, 0.3153022825717926, 0.03839661926031113]","[0.41591745615005493, 0.3168908655643463, 0.04103915020823479]","[0.3982253074645996, 0.3233172595500946, 0.05467801168560982]","[0.41740596294403076, 0.32632535696029663, 0.03883710876107216]","[0.43019482493400574, 0.32660824060440063, 0.034986451268196106]","[0.4425675868988037, 0.3259282112121582, 0.034823689609766006]","[0.45045092701911926, 0.4136370122432709, -0.03325454518198967]","[0.49257785081863403, 0.40646782517433167, -0.055167656391859055]","[0.5219091773033142, 0.40663623809814453, -0.05512246862053871]","[0.5648717284202576, 0.4144424498081207, -0.0331680066883564]","[0.5229282975196838, 0.4099634289741516, -0.057684462517499924]","[0.4916098415851593, 0.4097002148628235, -0.057718563824892044]","[0.5121351480484009, 0.25787320733070374, 0.0654062032699585]","[0.5047369599342346, 0.4808349907398224, -0.06522183120250702]"
"[0.5548266768455505, 0.3238629102706909, 0.042812690138816833]","[0.580272376537323, 0.31789493560791016, 0.03810632601380348]","[0.5926157236099243, 0.317882239818573, 0.03851195424795151]","[0.6055824160575867, 0.31975802779197693, 0.04115903377532959]","[0.6234679818153381, 0.3266834616661072, 0.054857734590768814]","[0.603508710861206, 0.3289906978607178, 0.03892328590154648]","[0.5903927683830261, 0.32889655232429504, 0.035043492913246155]","[0.5777907967567444, 0.3279002904891968, 0.03492826968431473]","[0.4645865857601166, 0.32257863879203796, 0.0433196984231472]","[0.4399831295013428, 0.3160938322544098, 0.038990043103694916]","[0.42778706550598145, 0.31578177213668823, 0.039566684514284134]","[0.41499295830726624, 0.31743624806404114, 0.04223915934562683]","[0.397368848323822, 0.3239254355430603, 0.05589352920651436]","[0.4166792631149292, 0.326778382062912, 0.03997045382857323]","[0.4294772744178772, 0.32696035504341125, 0.03604678809642792]","[0.44179731607437134, 0.32619091868400574, 0.035837557166814804]","[0.45025497674942017, 0.41463151574134827, -0.03340650349855423]","[0.49242833256721497, 0.4068383276462555, -0.05581985414028168]","[0.5219311118125916, 0.4068664610385895, -0.056010570377111435]","[0.5650457143783569, 0.41491323709487915, -0.03408609703183174]","[0.5230005383491516, 0.41073891520500183, -0.0582931786775589]","[0.49134987592697144, 0.4106302857398987, -0.05804784968495369]","[0.5104314684867859, 0.2580353021621704, 0.06704072654247284]","[0.5053547620773315, 0.481605589389801, -0.06609682738780975]"
"[0.5553700923919678, 0.32405272126197815, 0.04233349487185478]","[0.5809261798858643, 0.31820517778396606, 0.03770329803228378]","[0.5932075381278992, 0.31825074553489685, 0.038151562213897705]","[0.6060312390327454, 0.3201565742492676, 0.04082297906279564]","[0.6237951517105103, 0.3270270824432373, 0.054546382278203964]","[0.6038721799850464, 0.329297810792923, 0.03868928551673889]","[0.5908453464508057, 0.32918980717658997, 0.03480429947376251]","[0.578295886516571, 0.3281586170196533, 0.03461067005991936]","[0.46608129143714905, 0.3223218023777008, 0.04246588051319122]","[0.4417772889137268, 0.31569594144821167, 0.03800462931394577]","[0.42965391278266907, 0.3152991533279419, 0.0385303720831871]","[0.4169071316719055, 0.3168453276157379, 0.041184671223163605]","[0.39928755164146423, 0.3231141269207001, 0.05472543090581894]","[0.41833043098449707, 0.3261018395423889, 0.03898210823535919]","[0.4310581684112549, 0.3264051377773285, 0.03514339402318001]","[0.4433576464653015, 0.3257361650466919, 0.03493640571832657]","[0.4508650600910187, 0.41373586654663086, -0.03278250992298126]","[0.49262529611587524, 0.4063494801521301, -0.05499345436692238]","[0.5219190120697021, 0.40655216574668884, -0.055055394768714905]","[0.5651609897613525, 0.4146957993507385, -0.033028848469257355]","[0.5230085849761963, 0.41023868322372437, -0.057367678731679916]","[0.49168965220451355, 0.4099368751049042, -0.05728665366768837]","[0.512291669845581, 0.25795188546180725, 0.06517429649829865]","[0.5053870677947998, 0.4808770418167114, -0.06495961546897888]"
