left_eye_263,left_eye_387,left_eye_385,left_eye_362,left_eye_380,left_eye_373,right_eye_133,right_eye_158,right_eye_160,right_eye_33,right_eye_144,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6739109754562378, 0.26165300607681274, 0.07498698681592941]","[0.6594523787498474, 0.25489556789398193, 0.058974649757146835]","[0.6381587386131287, 0.2536150813102722, 0.05107474327087402]","[0.6170526742935181, 0.2598142921924591, 0.051042936742305756]","[0.6384680271148682, 0.2639271914958954, 0.04803445562720299]","[0.6602841019630432, 0.26453882455825806, 0.05647994950413704]","[0.5352028012275696, 0.2583756148815155, 0.030584685504436493]","[0.5124680399894714, 0.25159645080566406, 0.022080540657043457]","[0.4896330237388611, 0.25277647376060486, 0.020425569266080856]","[0.469884991645813, 0.25914472341537476, 0.029887324199080467]","[0.48934683203697205, 0.2622186541557312, 0.018691664561629295]","[0.513295590877533, 0.26187509298324585, 0.01951972395181656]","[0.48934683203697205, 0.2622186541557312, 0.018691664561629295]","[0.5350235104560852, 0.3423381447792053, -0.04760574549436569]","[0.5768972635269165, 0.3333258330821991, -0.057381510734558105]","[0.6001166701316833, 0.3335651457309723, -0.05063146352767944]","[0.6277182102203369, 0.3430415689945221, -0.024170290678739548]","[0.600543200969696, 0.33647263050079346, -0.05246554687619209]","[0.5758829712867737, 0.33625027537345886, -0.05944087728857994]","[0.5763275027275085, 0.18806102871894836, 0.06290175020694733]","[0.5854860544204712, 0.40713194012641907, -0.06299759447574615]"
"[0.6740632057189941, 0.26173898577690125, 0.07478450238704681]","[0.6595462560653687, 0.25498485565185547, 0.05878722295165062]","[0.6382296085357666, 0.2536899149417877, 0.05092994496226311]","[0.6170680522918701, 0.25984320044517517, 0.050952330231666565]","[0.6385049819946289, 0.2639751136302948, 0.047908127307891846]","[0.6603589057922363, 0.26460888981819153, 0.056306444108486176]","[0.5351382493972778, 0.2583736777305603, 0.030673658475279808]","[0.5124150514602661, 0.2516269385814667, 0.022192448377609253]","[0.4896090030670166, 0.25280702114105225, 0.020587535575032234]","[0.4698677361011505, 0.2591495215892792, 0.030085140839219093]","[0.48926958441734314, 0.26220816373825073, 0.018857382237911224]","[0.5132191181182861, 0.261870801448822, 0.019643107429146767]","[0.48926958441734314, 0.26220816373825073, 0.018857382237911224]","[0.5347766280174255, 0.34248659014701843, -0.04752776771783829]","[0.5766000747680664, 0.33346864581108093, -0.05741254985332489]","[0.5998042821884155, 0.33372798562049866, -0.05072089284658432]","[0.627510130405426, 0.3432559370994568, -0.02430633082985878]","[0.6002169251441956, 0.33667975664138794, -0.05253952369093895]","[0.575520396232605, 0.3364377021789551, -0.05946044623851776]","[0.5763238668441772, 0.18813690543174744, 0.06293938308954239]","[0.5850130915641785, 0.40747690200805664, -0.06291287392377853]"
"[0.6742421388626099, 0.2617625594139099, 0.07464545220136642]","[0.6596842408180237, 0.2550322115421295, 0.05858609825372696]","[0.6383504867553711, 0.25373733043670654, 0.050713911652565]","[0.6172036528587341, 0.2598504424095154, 0.0507814884185791]","[0.6386536359786987, 0.26395851373672485, 0.04775184765458107]","[0.660519540309906, 0.2645946741104126, 0.056163541972637177]","[0.535160481929779, 0.258362352848053, 0.030500167980790138]","[0.5124555826187134, 0.25163498520851135, 0.02197018638253212]","[0.4896102845668793, 0.25279515981674194, 0.020373666658997536]","[0.4698074162006378, 0.25910720229148865, 0.029928741976618767]","[0.48926159739494324, 0.26215407252311707, 0.018696747720241547]","[0.5132269263267517, 0.26182812452316284, 0.0194801464676857]","[0.48926159739494324, 0.26215407252311707, 0.018696747720241547]","[0.5344156622886658, 0.34242311120033264, -0.04713962599635124]","[0.5765273571014404, 0.33355310559272766, -0.05724431946873665]","[0.5999069213867188, 0.3338160216808319, -0.05053044110536575]","[0.6277817487716675, 0.3432050049304962, -0.02387377806007862]","[0.6003336310386658, 0.3366757333278656, -0.05242938548326492]","[0.5754945874214172, 0.33643630146980286, -0.05938233062624931]","[0.576530396938324, 0.18802037835121155, 0.06227058544754982]","[0.5850321054458618, 0.4074040949344635, -0.06247616186738014]"
"[0.674585223197937, 0.26167750358581543, 0.07463986426591873]","[0.660209059715271, 0.254965215921402, 0.05848892778158188]","[0.6388936042785645, 0.2537093162536621, 0.05049070715904236]","[0.6177807450294495, 0.25987058877944946, 0.05048217251896858]","[0.6391425728797913, 0.26395827531814575, 0.047608017921447754]","[0.6609615087509155, 0.2645789086818695, 0.05613550543785095]","[0.5358855128288269, 0.2583836615085602, 0.029688002541661263]","[0.5131515860557556, 0.2515662908554077, 0.02100779302418232]","[0.49026602506637573, 0.25270169973373413, 0.019301654770970345]","[0.4704612195491791, 0.2590086758136749, 0.02878473699092865]","[0.4899688959121704, 0.2621324360370636, 0.017721746116876602]","[0.5139521956443787, 0.2618257701396942, 0.018626226112246513]","[0.4899688959121704, 0.2621324360370636, 0.017721746116876602]","[0.5353089570999146, 0.3425183892250061, -0.046905066817998886]","[0.5774399638175964, 0.3336859345436096, -0.05676254257559776]","[0.6006082892417908, 0.33392685651779175, -0.049892254173755646]","[0.6281108856201172, 0.34321242570877075, -0.02306726574897766]","[0.601018488407135, 0.3367624878883362, -0.051606833934783936]","[0.576352596282959, 0.33654218912124634, -0.05873069539666176]","[0.5774006843566895, 0.18808841705322266, 0.06073776260018349]","[0.5854554772377014, 0.40744102001190186, -0.06097031012177467]"
"[0.6746876835823059, 0.26187843084335327, 0.07503776997327805]","[0.6603785753250122, 0.2551494538784027, 0.058789391070604324]","[0.6390790939331055, 0.25385692715644836, 0.050684310495853424]","[0.6179434657096863, 0.2599755525588989, 0.05060717463493347]","[0.639293909072876, 0.2640910744667053, 0.04782593250274658]","[0.6611037850379944, 0.264748752117157, 0.056452419608831406]","[0.5360323786735535, 0.2584037482738495, 0.029393229633569717]","[0.5132771134376526, 0.2515910863876343, 0.02059183456003666]","[0.490338534116745, 0.2527247667312622, 0.01879705674946308]","[0.4704621434211731, 0.25902602076530457, 0.028246069326996803]","[0.49006643891334534, 0.26214975118637085, 0.01726197637617588]","[0.5141007900238037, 0.2618335485458374, 0.01825547218322754]","[0.49006643891334534, 0.26214975118637085, 0.01726197637617588]","[0.5352957844734192, 0.34263908863067627, -0.0469512939453125]","[0.5777939558029175, 0.33388593792915344, -0.056749504059553146]","[0.6010909080505371, 0.33414310216903687, -0.0497279018163681]","[0.6285971999168396, 0.3433734178543091, -0.022593699395656586]","[0.6014844179153442, 0.3369530737400055, -0.051471929997205734]","[0.5766931772232056, 0.33671891689300537, -0.05876123905181885]","[0.5777279138565063, 0.18813836574554443, 0.06050341576337814]","[0.5857508182525635, 0.4075835943222046, -0.06078799441456795]"
"[0.674872875213623, 0.2619865834712982, 0.07526946067810059]","[0.6605697274208069, 0.25525015592575073, 0.05895579978823662]","[0.6392462253570557, 0.2539372742176056, 0.05079648643732071]","[0.6181036233901978, 0.260037362575531, 0.05069364234805107]","[0.6394715309143066, 0.26416823267936707, 0.047949716448783875]","[0.6612983345985413, 0.26484429836273193, 0.056630056351423264]","[0.5360705852508545, 0.25841429829597473, 0.029273763298988342]","[0.5132456421852112, 0.2515909671783447, 0.020397283136844635]","[0.4902319014072418, 0.2527216374874115, 0.018556073307991028]","[0.47030046582221985, 0.2590227425098419, 0.028009746223688126]","[0.48997730016708374, 0.2621699869632721, 0.017056813463568687]","[0.5140818357467651, 0.2618473172187805, 0.018094081431627274]","[0.48997730016708374, 0.2621699869632721, 0.017056813463568687]","[0.5350947976112366, 0.34273186326026917, -0.04692522808909416]","[0.5779480338096619, 0.33395057916641235, -0.05685289576649666]","[0.6013855338096619, 0.3342079818248749, -0.04973945766687393]","[0.6289503574371338, 0.3434644043445587, -0.022283954545855522]","[0.601769745349884, 0.3371099531650543, -0.05138837546110153]","[0.5768159627914429, 0.33687716722488403, -0.058777060359716415]","[0.5780082941055298, 0.1881619691848755, 0.06039110943675041]","[0.585797905921936, 0.4076552093029022, -0.06063052639365196]"
"[0.6746050715446472, 0.26195228099823, 0.07558199763298035]","[0.6603685021400452, 0.25516781210899353, 0.05927523225545883]","[0.6390622854232788, 0.2538537085056305, 0.051075443625450134]","[0.6179482936859131, 0.26001888513565063, 0.05088317394256592]","[0.6393082737922668, 0.26414772868156433, 0.04818578064441681]","[0.6611007452011108, 0.26481756567955017, 0.056916870176792145]","[0.536015510559082, 0.2584017813205719, 0.02923210710287094]","[0.5131878852844238, 0.25150996446609497, 0.02033952623605728]","[0.49017030000686646, 0.252640962600708, 0.018420245498418808]","[0.4702439606189728, 0.25899606943130493, 0.027798496186733246]","[0.4899478554725647, 0.26215556263923645, 0.016905909404158592]","[0.5140492916107178, 0.26183226704597473, 0.018004653975367546]","[0.4899478554725647, 0.26215556263923645, 0.016905909404158592]","[0.5348955988883972, 0.34270361065864563, -0.04705408960580826]","[0.5780184268951416, 0.33393430709838867, -0.056927166879177094]","[0.6015219688415527, 0.33418726921081543, -0.04972311854362488]","[0.6291089057922363, 0.343425452709198, -0.02211150899529457]","[0.6019179224967957, 0.33703017234802246, -0.05142422392964363]","[0.5769169926643372, 0.3368036448955536, -0.058912720531225204]","[0.5778844952583313, 0.18808656930923462, 0.06057535856962204]","[0.5859653353691101, 0.4076799750328064, -0.060963358730077744]"
"[0.6745908856391907, 0.2618870139122009, 0.07578155398368835]","[0.660385251045227, 0.2550397515296936, 0.05950935557484627]","[0.6390433311462402, 0.2537038028240204, 0.05134762078523636]","[0.6178156137466431, 0.25994980335235596, 0.05114748701453209]","[0.6392118334770203, 0.2640787959098816, 0.048396360129117966]","[0.661048948764801, 0.26474714279174805, 0.05710887536406517]","[0.5359055995941162, 0.2583255469799042, 0.02957102283835411]","[0.5130444169044495, 0.2513394355773926, 0.02072811871767044]","[0.4899967312812805, 0.2524718642234802, 0.01880684681236744]","[0.4700947403907776, 0.25889089703559875, 0.02817295305430889]","[0.4897924065589905, 0.2620633840560913, 0.017238212749361992]","[0.5139231085777283, 0.26174813508987427, 0.018324552103877068]","[0.4897924065589905, 0.2620633840560913, 0.017238212749361992]","[0.5346907377243042, 0.34275203943252563, -0.047265611588954926]","[0.5778570175170898, 0.3338873088359833, -0.05718209221959114]","[0.6014698147773743, 0.3341270089149475, -0.05001451075077057]","[0.6291695833206177, 0.34342169761657715, -0.022407356649637222]","[0.6018540859222412, 0.33704817295074463, -0.05171363055706024]","[0.5767644047737122, 0.33682745695114136, -0.05916368588805199]","[0.5778208374977112, 0.18811705708503723, 0.061277374625205994]","[0.5858049392700195, 0.4079197645187378, -0.06162776052951813]"
"[0.674672544002533, 0.2620825469493866, 0.07546548545360565]","[0.660441517829895, 0.25529101490974426, 0.05916179344058037]","[0.6391084790229797, 0.2539648711681366, 0.05097341164946556]","[0.6178990006446838, 0.26015472412109375, 0.05080171674489975]","[0.6392887234687805, 0.2642739415168762, 0.04808862879872322]","[0.6611199378967285, 0.2649424076080322, 0.05680837854743004]","[0.5360280871391296, 0.2584892511367798, 0.029210492968559265]","[0.5131826996803284, 0.25155043601989746, 0.020313000306487083]","[0.4901457130908966, 0.2526560425758362, 0.018412208184599876]","[0.470222532749176, 0.2590011954307556, 0.027808237820863724]","[0.48993223905563354, 0.26218387484550476, 0.01690009795129299]","[0.5140569806098938, 0.2618864178657532, 0.01798768900334835]","[0.48993223905563354, 0.26218387484550476, 0.01690009795129299]","[0.534456729888916, 0.3427141010761261, -0.04684726893901825]","[0.5777317881584167, 0.3339952230453491, -0.056844256818294525]","[0.6014078855514526, 0.3342594504356384, -0.04964476451277733]","[0.629105806350708, 0.3434799611568451, -0.02192368172109127]","[0.6017770767211914, 0.33714815974235535, -0.051338911056518555]","[0.5766583681106567, 0.33690473437309265, -0.05882084742188454]","[0.5780081748962402, 0.18819352984428406, 0.06036872789263725]","[0.5856345891952515, 0.4078572988510132, -0.06089262291789055]"
"[0.6746931076049805, 0.26200929284095764, 0.07538658380508423]","[0.6604985594749451, 0.255236953496933, 0.05913969501852989]","[0.6392402052879333, 0.2539096474647522, 0.050981733947992325]","[0.6180824041366577, 0.2600634694099426, 0.050808340311050415]","[0.6393766403198242, 0.2641696035861969, 0.04809188470244408]","[0.6611566543579102, 0.26484549045562744, 0.05678699165582657]","[0.5363269448280334, 0.2584041357040405, 0.02928016148507595]","[0.5135325193405151, 0.25151732563972473, 0.020406613126397133]","[0.49055278301239014, 0.25263330340385437, 0.01850919798016548]","[0.47064220905303955, 0.25894513726234436, 0.027867790311574936]","[0.49035322666168213, 0.2620925307273865, 0.01699710451066494]","[0.5144338011741638, 0.26178693771362305, 0.018076149746775627]","[0.49035322666168213, 0.2620925307273865, 0.01699710451066494]","[0.5344372987747192, 0.3427501618862152, -0.046852804720401764]","[0.5776926875114441, 0.3339935839176178, -0.0568096898496151]","[0.6013504862785339, 0.33426812291145325, -0.04962402954697609]","[0.6289336085319519, 0.34355810284614563, -0.021969037130475044]","[0.6016850471496582, 0.33720076084136963, -0.05132417753338814]","[0.5765830874443054, 0.33695077896118164, -0.05878434330224991]","[0.5783371329307556, 0.18817554414272308, 0.06050092354416847]","[0.5855633616447449, 0.40800192952156067, -0.06098606809973717]"
"[0.6749886870384216, 0.2621011734008789, 0.07517687976360321]","[0.6607372164726257, 0.25534459948539734, 0.05891073867678642]","[0.6394466757774353, 0.25403913855552673, 0.05075393244624138]","[0.6183103322982788, 0.26018980145454407, 0.050620488822460175]","[0.6396447420120239, 0.2642873227596283, 0.04790196567773819]","[0.6614328622817993, 0.2649497389793396, 0.05658351257443428]","[0.536499559879303, 0.2585730254650116, 0.02914898283779621]","[0.5137142539024353, 0.25170087814331055, 0.020251518115401268]","[0.4907333254814148, 0.252812922000885, 0.018381481990218163]","[0.47079822421073914, 0.25911659002304077, 0.027789918705821037]","[0.49048176407814026, 0.2622522711753845, 0.016905302181839943]","[0.5145614147186279, 0.26195865869522095, 0.017962319776415825]","[0.49048176407814026, 0.2622522711753845, 0.016905302181839943]","[0.5345371961593628, 0.3427709639072418, -0.04663727805018425]","[0.5777590870857239, 0.3340941071510315, -0.05668437480926514]","[0.6013855934143066, 0.3343842327594757, -0.049508217722177505]","[0.629006564617157, 0.3436499834060669, -0.02183457463979721]","[0.601738452911377, 0.3372439742088318, -0.05124060437083244]","[0.5766594409942627, 0.3369782269001007, -0.05869011953473091]","[0.5784900188446045, 0.18820229172706604, 0.06002890691161156]","[0.585625946521759, 0.4080629348754883, -0.06060055270791054]"
"[0.6752485036849976, 0.26212793588638306, 0.07503172755241394]","[0.660885751247406, 0.25544270873069763, 0.05873260274529457]","[0.6395795345306396, 0.2541652321815491, 0.050555143505334854]","[0.6184941530227661, 0.2602385878562927, 0.05045280233025551]","[0.6398455500602722, 0.264320969581604, 0.047744788229465485]","[0.6616488099098206, 0.2649749517440796, 0.05642745643854141]","[0.5365427136421204, 0.2586688697338104, 0.02899201214313507]","[0.5137811899185181, 0.2519107162952423, 0.0200640968978405]","[0.49081483483314514, 0.2530275583267212, 0.01822315715253353]","[0.47083982825279236, 0.2592684328556061, 0.02768021449446678]","[0.49052944779396057, 0.26237133145332336, 0.01677846349775791]","[0.5146058201789856, 0.26206380128860474, 0.01781783625483513]","[0.49052944779396057, 0.26237133145332336, 0.01677846349775791]","[0.5347198247909546, 0.34266406297683716, -0.046435628086328506]","[0.5778763890266418, 0.3340100944042206, -0.05659245327115059]","[0.601552426815033, 0.3342994451522827, -0.04941583424806595]","[0.6291759610176086, 0.3435414433479309, -0.021658720448613167]","[0.6018884181976318, 0.33721724152565, -0.05110182240605354]","[0.5767859816551208, 0.3369550406932831, -0.058548491448163986]","[0.5785042643547058, 0.18819200992584229, 0.05963548645377159]","[0.5858074426651001, 0.40778836607933044, -0.060226451605558395]"
"[0.6754279136657715, 0.2622106671333313, 0.07527295500040054]","[0.6611219644546509, 0.2554796040058136, 0.05899453163146973]","[0.639868438243866, 0.2541569173336029, 0.05083794146776199]","[0.618794322013855, 0.2601904273033142, 0.05071694776415825]","[0.6400612592697144, 0.26430103182792664, 0.047988783568143845]","[0.661835253238678, 0.26500454545021057, 0.05666508898139]","[0.5367453098297119, 0.2585432231426239, 0.02926408313214779]","[0.5140218734741211, 0.2517976760864258, 0.020379289984703064]","[0.49108096957206726, 0.25292161107063293, 0.01852595806121826]","[0.4711073040962219, 0.2591779828071594, 0.027948787435889244]","[0.49081918597221375, 0.2622467279434204, 0.017039915546774864]","[0.5148823261260986, 0.26192787289619446, 0.01807219907641411]","[0.49081918597221375, 0.2622467279434204, 0.017039915546774864]","[0.5348080396652222, 0.3425975441932678, -0.046728383749723434]","[0.5780023336410522, 0.3339843153953552, -0.05672014504671097]","[0.601689875125885, 0.3343033194541931, -0.049570947885513306]","[0.6293479800224304, 0.3435531556606293, -0.021991588175296783]","[0.6019709706306458, 0.3370191752910614, -0.05138838291168213]","[0.5768999457359314, 0.336733341217041, -0.058809734880924225]","[0.5789123177528381, 0.18814128637313843, 0.060326699167490005]","[0.5857818722724915, 0.40780550241470337, -0.06095803156495094]"
"[0.6753969192504883, 0.26228243112564087, 0.07541938871145248]","[0.6610959768295288, 0.25555306673049927, 0.059151045978069305]","[0.6398664116859436, 0.25421714782714844, 0.05098048225045204]","[0.6188111305236816, 0.2602185010910034, 0.0508187934756279]","[0.640068531036377, 0.2643487751483917, 0.04811588302254677]","[0.6618220806121826, 0.2650625705718994, 0.05681051313877106]","[0.5368894934654236, 0.25853684544563293, 0.029257312417030334]","[0.514204204082489, 0.25180941820144653, 0.02036597952246666]","[0.4912974536418915, 0.2529272735118866, 0.018476523458957672]","[0.4712957739830017, 0.2591579854488373, 0.027858249843120575]","[0.4909946918487549, 0.2622182369232178, 0.016982389613986015]","[0.5150323510169983, 0.2619158923625946, 0.018042296171188354]","[0.4909946918487549, 0.2622182369232178, 0.016982389613986015]","[0.5346240997314453, 0.34261655807495117, -0.04683435708284378]","[0.5779320597648621, 0.33397769927978516, -0.0567995123565197]","[0.601630449295044, 0.3343115746974945, -0.0496034137904644]","[0.6292631030082703, 0.34363770484924316, -0.0219530388712883]","[0.6019195914268494, 0.33707836270332336, -0.05139223113656044]","[0.5768221616744995, 0.3367757201194763, -0.05886434391140938]","[0.5790613889694214, 0.1881812959909439, 0.06056193262338638]","[0.5856366753578186, 0.4078557789325714, -0.06117677688598633]"
"[0.6741455793380737, 0.2652274966239929, 0.07430006563663483]","[0.6591719388961792, 0.2602989971637726, 0.058592285960912704]","[0.6395057439804077, 0.25899171829223633, 0.050589460879564285]","[0.6200557351112366, 0.26202869415283203, 0.0505896620452404]","[0.6395416855812073, 0.26593804359436035, 0.047999605536460876]","[0.6603268384933472, 0.26695460081100464, 0.056516412645578384]","[0.5380756855010986, 0.2600628137588501, 0.029331855475902557]","[0.5169522762298584, 0.2562780976295471, 0.020392827689647675]","[0.4956439137458801, 0.2573326528072357, 0.01851455494761467]","[0.4751346707344055, 0.26170918345451355, 0.027430441230535507]","[0.49488818645477295, 0.26373904943466187, 0.01720181293785572]","[0.5179520845413208, 0.2631659209728241, 0.018353888764977455]","[0.49488818645477295, 0.26373904943466187, 0.01720181293785572]","[0.5347053408622742, 0.34253937005996704, -0.04686504602432251]","[0.577626645565033, 0.33361589908599854, -0.05622253939509392]","[0.6015027761459351, 0.3340245187282562, -0.04911860451102257]","[0.6283390522003174, 0.34386515617370605, -0.02217647060751915]","[0.6018728017807007, 0.33694368600845337, -0.05102333799004555]","[0.5768158435821533, 0.33657777309417725, -0.05839890241622925]","[0.5814151763916016, 0.1912120282649994, 0.06326764076948166]","[0.5853849053382874, 0.40839412808418274, -0.0627368614077568]"
"[0.672641932964325, 0.2674194872379303, 0.07493343949317932]","[0.6570247411727905, 0.2632836699485779, 0.059176407754421234]","[0.6380654573440552, 0.2618020474910736, 0.051188938319683075]","[0.6190115809440613, 0.26336202025413513, 0.05141805484890938]","[0.6383734345436096, 0.2673277258872986, 0.048683296889066696]","[0.6589809060096741, 0.2685106098651886, 0.057100094854831696]","[0.5366599559783936, 0.26138943433761597, 0.03071322664618492]","[0.5155328512191772, 0.25897282361984253, 0.021727442741394043]","[0.4947359561920166, 0.26010286808013916, 0.020055603235960007]","[0.4739125967025757, 0.26375898718833923, 0.029162021353840828]","[0.4935721755027771, 0.265407919883728, 0.018716534599661827]","[0.5166131854057312, 0.26461657881736755, 0.019814832136034966]","[0.4935721755027771, 0.265407919883728, 0.018716534599661827]","[0.5355594158172607, 0.34333962202072144, -0.048381444066762924]","[0.5783148407936096, 0.33356937766075134, -0.05790046975016594]","[0.6023151874542236, 0.33382290601730347, -0.05089111626148224]","[0.6289981603622437, 0.3440580368041992, -0.024060236290097237]","[0.6029119491577148, 0.3375829756259918, -0.05245606601238251]","[0.5774624943733215, 0.3373454511165619, -0.059825606644153595]","[0.5798830986022949, 0.1932331919670105, 0.06776408851146698]","[0.5864540934562683, 0.40874069929122925, -0.06587555259466171]"
"[0.6728582978248596, 0.26639917492866516, 0.07624794542789459]","[0.6577256321907043, 0.26166799664497375, 0.06045648828148842]","[0.6384024024009705, 0.2600681781768799, 0.05247998237609863]","[0.6186871528625488, 0.26235687732696533, 0.05253150686621666]","[0.6384184956550598, 0.2663998603820801, 0.04974711313843727]","[0.6591826677322388, 0.2676023244857788, 0.05821375921368599]","[0.5368702411651611, 0.2600501477718353, 0.031499024480581284]","[0.5155454874038696, 0.25667279958724976, 0.022584833204746246]","[0.49439144134521484, 0.25771820545196533, 0.02073756232857704]","[0.47385191917419434, 0.2618364691734314, 0.02974543161690235]","[0.4933079779148102, 0.2637474238872528, 0.0192404855042696]","[0.5164594650268555, 0.2631431519985199, 0.020394865423440933]","[0.4933079779148102, 0.2637474238872528, 0.0192404855042696]","[0.534666121006012, 0.3431472182273865, -0.04894895479083061]","[0.5778575539588928, 0.33339402079582214, -0.058835551142692566]","[0.602053165435791, 0.33371496200561523, -0.05178556218743324]","[0.6293137073516846, 0.34408459067344666, -0.024468127638101578]","[0.602570116519928, 0.3377443552017212, -0.053330812603235245]","[0.5766893029212952, 0.3374033570289612, -0.060766756534576416]","[0.5805342793464661, 0.19335997104644775, 0.06937577575445175]","[0.5847631692886353, 0.40868327021598816, -0.06737802922725677]"
"[0.6731156706809998, 0.2638395130634308, 0.07431942224502563]","[0.6585038900375366, 0.2579210698604584, 0.05853086709976196]","[0.6381186842918396, 0.2565746605396271, 0.05076111480593681]","[0.6177177429199219, 0.2613386809825897, 0.05080830305814743]","[0.6383956670761108, 0.26530930399894714, 0.047920111566782]","[0.6596249938011169, 0.266091525554657, 0.05622490495443344]","[0.5369597673416138, 0.25983893871307373, 0.030495397746562958]","[0.5148566961288452, 0.25438937544822693, 0.021889975294470787]","[0.49294155836105347, 0.2555742859840393, 0.020221233367919922]","[0.4732676148414612, 0.2610689401626587, 0.02951621450483799]","[0.4922771453857422, 0.26360437273979187, 0.01871553063392639]","[0.5157043933868408, 0.2631670832633972, 0.01959696225821972]","[0.4922771453857422, 0.26360437273979187, 0.01871553063392639]","[0.5336697101593018, 0.34324344992637634, -0.046418942511081696]","[0.5767184495925903, 0.3338792622089386, -0.057305000722408295]","[0.6008014678955078, 0.33409038186073303, -0.05050702020525932]","[0.6286313533782959, 0.34390750527381897, -0.022976664826273918]","[0.6013025045394897, 0.3379192352294922, -0.05192556604743004]","[0.5755850672721863, 0.3377108871936798, -0.059010379016399384]","[0.5784985423088074, 0.19163107872009277, 0.06414805352687836]","[0.5845998525619507, 0.40822628140449524, -0.06374607980251312]"
"[0.6738018989562988, 0.2630804479122162, 0.07427410781383514]","[0.6593478918075562, 0.25651395320892334, 0.05828145146369934]","[0.6383575201034546, 0.25511157512664795, 0.05040767043828964]","[0.6172932386398315, 0.26093995571136475, 0.050440289080142975]","[0.6385597586631775, 0.26504069566726685, 0.04748924449086189]","[0.6601998805999756, 0.2657117247581482, 0.05590193718671799]","[0.536449134349823, 0.2591608762741089, 0.03014218993484974]","[0.5138983130455017, 0.2525114417076111, 0.021585805341601372]","[0.49126961827278137, 0.25357070565223694, 0.01996126025915146]","[0.471611887216568, 0.2596765458583832, 0.029380328953266144]","[0.4908362627029419, 0.26279208064079285, 0.01831217296421528]","[0.5146733522415161, 0.26252129673957825, 0.019153309985995293]","[0.4908362627029419, 0.26279208064079285, 0.01831217296421528]","[0.5343649983406067, 0.34306660294532776, -0.046155087649822235]","[0.5770726799964905, 0.3342117965221405, -0.05693836882710457]","[0.6010356545448303, 0.3344018757343292, -0.05018305405974388]","[0.6292561292648315, 0.34358125925064087, -0.022727828472852707]","[0.6014997363090515, 0.3376900255680084, -0.05177309736609459]","[0.5760979652404785, 0.33750593662261963, -0.05887020751833916]","[0.5783690810203552, 0.18966251611709595, 0.06195840239524841]","[0.5849975347518921, 0.40781643986701965, -0.06242019310593605]"
"[0.675237774848938, 0.26247209310531616, 0.07406448572874069]","[0.6607629060745239, 0.2557903528213501, 0.0580279640853405]","[0.6395055055618286, 0.2544495463371277, 0.050120167434215546]","[0.6184840202331543, 0.2605104148387909, 0.05017491802573204]","[0.6397440433502197, 0.26456743478775024, 0.04723510891199112]","[0.6614987850189209, 0.26523029804229736, 0.05569550022482872]","[0.5367648005485535, 0.25870177149772644, 0.029793981462717056]","[0.5141890048980713, 0.25189149379730225, 0.021187933161854744]","[0.49136555194854736, 0.2529332935810089, 0.01953265443444252]","[0.4716390371322632, 0.25911083817481995, 0.029018422588706017]","[0.49111488461494446, 0.262267529964447, 0.017976462841033936]","[0.5149990916252136, 0.2620154619216919, 0.018798669800162315]","[0.49111488461494446, 0.262267529964447, 0.017976462841033936]","[0.5343763828277588, 0.3426514267921448, -0.04574630782008171]","[0.577455997467041, 0.3341231346130371, -0.05656210333108902]","[0.6014403104782104, 0.3343829810619354, -0.049751270562410355]","[0.6297649145126343, 0.34344151616096497, -0.022211609408259392]","[0.6018526554107666, 0.3373152017593384, -0.05147523805499077]","[0.5765202045440674, 0.3370812237262726, -0.05858209729194641]","[0.5789623856544495, 0.1886715292930603, 0.06035322695970535]","[0.58541339635849, 0.4073635935783386, -0.06122433394193649]"
"[0.6763336062431335, 0.2625751495361328, 0.07451603561639786]","[0.6616551876068115, 0.2559663951396942, 0.05833996832370758]","[0.6403272747993469, 0.2545927166938782, 0.05034617707133293]","[0.6192170977592468, 0.26029542088508606, 0.050438884645700455]","[0.6405575275421143, 0.2644609808921814, 0.047494348138570786]","[0.6624533534049988, 0.26523882150650024, 0.056015461683273315]","[0.536685585975647, 0.2584013342857361, 0.029893673956394196]","[0.5141330361366272, 0.2519170641899109, 0.02118789404630661]","[0.49128803610801697, 0.25296786427497864, 0.019552404060959816]","[0.471303790807724, 0.25901636481285095, 0.029146675020456314]","[0.4908660650253296, 0.2620457112789154, 0.018024437129497528]","[0.5148534178733826, 0.2617588937282562, 0.0188400037586689]","[0.4908660650253296, 0.2620457112789154, 0.018024437129497528]","[0.5343841314315796, 0.3422890305519104, -0.0462125726044178]","[0.5774352550506592, 0.3338581919670105, -0.05679358169436455]","[0.60135817527771, 0.33419060707092285, -0.04995020851492882]","[0.6298198103904724, 0.3433536887168884, -0.022612789645791054]","[0.6017864942550659, 0.33682072162628174, -0.0519062764942646]","[0.5764946937561035, 0.33651110529899597, -0.059016335755586624]","[0.5791703462600708, 0.18828874826431274, 0.06078989803791046]","[0.58536297082901, 0.4072484076023102, -0.06159794703125954]"
