left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6642857193946838, 0.4970863461494446, 0.036719243973493576]","[0.6910762786865234, 0.4893943667411804, 0.03261343389749527]","[0.7043801546096802, 0.48903581500053406, 0.03503057733178139]","[0.7178007364273071, 0.49070101976394653, 0.04053593426942825]","[0.7355210781097412, 0.49736592173576355, 0.06020139902830124]","[0.7168641686439514, 0.5012864470481873, 0.040991123765707016]","[0.7033572196960449, 0.5019355416297913, 0.035191480070352554]","[0.6897329092025757, 0.5012661814689636, 0.03286973759531975]","[0.5718420743942261, 0.49593183398246765, 0.0218894612044096]","[0.5433521270751953, 0.48761042952537537, 0.011421204544603825]","[0.5299955010414124, 0.4871605336666107, 0.01034549530595541]","[0.5158151984214783, 0.4887419641017914, 0.012255487963557243]","[0.4947716295719147, 0.4951303005218506, 0.026935074478387833]","[0.5173739194869995, 0.4994822144508362, 0.013350088149309158]","[0.5317962765693665, 0.5002844929695129, 0.010792179964482784]","[0.545809268951416, 0.4996524751186371, 0.012022285722196102]","[0.5532142519950867, 0.5948972702026367, -0.023446034640073776]","[0.608177661895752, 0.5912935137748718, -0.046704262495040894]","[0.6421682834625244, 0.5913286209106445, -0.04138721525669098]","[0.6853030323982239, 0.594740629196167, -0.005477031227201223]","[0.6427119374275208, 0.5928751230239868, -0.04313584044575691]","[0.6080838441848755, 0.5929194688796997, -0.04893749579787254]","[0.6211249232292175, 0.4121362268924713, 0.022543635219335556]","[0.6207629442214966, 0.669204592704773, -0.03273383155465126]"
"[0.664216160774231, 0.49715033173561096, 0.03676383197307587]","[0.691046953201294, 0.4893711507320404, 0.03268522769212723]","[0.7043638229370117, 0.4890044927597046, 0.03510880842804909]","[0.7177929878234863, 0.49068477749824524, 0.04062618315219879]","[0.7355012893676758, 0.4974188804626465, 0.060294125229120255]","[0.7168738842010498, 0.5013678669929504, 0.04104902222752571]","[0.7033759951591492, 0.5020275712013245, 0.035245802253484726]","[0.6897395253181458, 0.5013593435287476, 0.03292078152298927]","[0.5719282627105713, 0.4959685802459717, 0.021891828626394272]","[0.5434179306030273, 0.48753848671913147, 0.011441251263022423]","[0.5300533175468445, 0.48707520961761475, 0.010355610400438309]","[0.515862762928009, 0.4886636734008789, 0.012263244949281216]","[0.4948221445083618, 0.4951198399066925, 0.026932528242468834]","[0.5173797011375427, 0.49951761960983276, 0.01332687959074974]","[0.531795859336853, 0.5003355145454407, 0.010779778473079205]","[0.5458245873451233, 0.4997096061706543, 0.012018213048577309]","[0.5532260537147522, 0.5948584079742432, -0.023488236591219902]","[0.6082673668861389, 0.5912802219390869, -0.04679477959871292]","[0.6422962546348572, 0.5913130044937134, -0.0414603129029274]","[0.6854966878890991, 0.5946914553642273, -0.00545900221914053]","[0.6428553462028503, 0.5928789973258972, -0.0432913638651371]","[0.6081705689430237, 0.5929239988327026, -0.049117010086774826]","[0.6211565732955933, 0.4120727777481079, 0.022687900811433792]","[0.6207965612411499, 0.6690728664398193, -0.03293362632393837]"
"[0.6643166542053223, 0.4971802234649658, 0.0364280641078949]","[0.6911861300468445, 0.48937585949897766, 0.03230011835694313]","[0.7045170068740845, 0.48900675773620605, 0.03472549840807915]","[0.7179404497146606, 0.4906868040561676, 0.04023995250463486]","[0.7355958223342896, 0.49742066860198975, 0.0599500834941864]","[0.7169650197029114, 0.5013988018035889, 0.04072435200214386]","[0.7034664750099182, 0.5020665526390076, 0.034931015223264694]","[0.6898247003555298, 0.5013993978500366, 0.03260434418916702]","[0.5721558332443237, 0.4959738552570343, 0.02157198078930378]","[0.5436663031578064, 0.4875267744064331, 0.011094245128333569]","[0.5303125381469727, 0.4870636761188507, 0.01001306064426899]","[0.516140878200531, 0.48864978551864624, 0.011937347240746021]","[0.4951289892196655, 0.49508437514305115, 0.02664245292544365]","[0.517636239528656, 0.49947744607925415, 0.013045436702668667]","[0.5320373177528381, 0.5003117322921753, 0.010496119037270546]","[0.5460586547851562, 0.4996981620788574, 0.011723593808710575]","[0.5530145168304443, 0.5947851538658142, -0.023061947897076607]","[0.6080619096755981, 0.5913389921188354, -0.04641009122133255]","[0.6421589255332947, 0.5913906693458557, -0.04108774662017822]","[0.6853098273277283, 0.5946808457374573, -0.0050650970079004765]","[0.6426780819892883, 0.5929357409477234, -0.04291268438100815]","[0.6079825758934021, 0.5929611921310425, -0.04872230067849159]","[0.6214488744735718, 0.41203004121780396, 0.021822476759552956]","[0.6205198168754578, 0.6690880060195923, -0.032220903784036636]"
"[0.6642078757286072, 0.4971165955066681, 0.03655986860394478]","[0.6910200715065002, 0.4893355667591095, 0.03245145082473755]","[0.7043349146842957, 0.4889698624610901, 0.03488153964281082]","[0.7177478075027466, 0.49064967036247253, 0.0404033400118351]","[0.7353959679603577, 0.4973738193511963, 0.060092635452747345]","[0.71677565574646, 0.5013309121131897, 0.04088590666651726]","[0.7032821178436279, 0.501991868019104, 0.035080213099718094]","[0.6896584033966064, 0.5013232231140137, 0.032743193209171295]","[0.572080135345459, 0.4959073066711426, 0.0216313898563385]","[0.5436193346977234, 0.4874815046787262, 0.01114367414265871]","[0.5302767753601074, 0.4870230257511139, 0.010045555420219898]","[0.5161035656929016, 0.48861178755760193, 0.011950399726629257]","[0.4950787425041199, 0.49504554271698, 0.026617689058184624]","[0.5176316499710083, 0.499428927898407, 0.013059910386800766]","[0.5320297479629517, 0.5002502799034119, 0.010526138357818127]","[0.546033501625061, 0.4996282160282135, 0.011763145215809345]","[0.5529964566230774, 0.5948648452758789, -0.023131385445594788]","[0.6081162691116333, 0.591360867023468, -0.04648876190185547]","[0.6422280073165894, 0.5913940668106079, -0.041144054383039474]","[0.6853750348091125, 0.5946890711784363, -0.005024357698857784]","[0.6427491903305054, 0.5929489731788635, -0.0429389663040638]","[0.6080445051193237, 0.5929955244064331, -0.04877923056483269]","[0.6213566064834595, 0.4120359420776367, 0.021945558488368988]","[0.6206425428390503, 0.669171154499054, -0.03235345706343651]"
"[0.6646741628646851, 0.49700066447257996, 0.036386460065841675]","[0.6915048956871033, 0.4891624450683594, 0.03233569115400314]","[0.7048784494400024, 0.48877641558647156, 0.03484170883893967]","[0.7183375954627991, 0.49044257402420044, 0.04045720770955086]","[0.7359516620635986, 0.49712619185447693, 0.0603247731924057]","[0.7173387408256531, 0.5011557936668396, 0.04099804535508156]","[0.7038426399230957, 0.5018402934074402, 0.03512038290500641]","[0.6902070641517639, 0.5011939406394958, 0.032707855105400085]","[0.5722686648368835, 0.4958547353744507, 0.02085047960281372]","[0.5436998009681702, 0.48741450905799866, 0.010154705494642258]","[0.5302931070327759, 0.48695769906044006, 0.009005067870020866]","[0.5160754919052124, 0.4885534942150116, 0.010876288637518883]","[0.4950653910636902, 0.49497056007385254, 0.025545181706547737]","[0.5176877975463867, 0.4993951916694641, 0.012068958953022957]","[0.5321244597434998, 0.5002133846282959, 0.009581239894032478]","[0.5461668968200684, 0.4995921850204468, 0.010880820453166962]","[0.5540144443511963, 0.5946792364120483, -0.023076944053173065]","[0.6090239882469177, 0.5912542939186096, -0.046301379799842834]","[0.6430633068084717, 0.5912767648696899, -0.04076168313622475]","[0.6859983801841736, 0.5944663882255554, -0.0043588075786828995]","[0.6436876654624939, 0.5930299758911133, -0.04237634688615799]","[0.60894775390625, 0.5930895209312439, -0.04837740212678909]","[0.6214202642440796, 0.4121303856372833, 0.02077721431851387]","[0.6216418743133545, 0.6685262322425842, -0.030783761292696]"
"[0.6647449135780334, 0.4971921443939209, 0.0365942157804966]","[0.6916329860687256, 0.489478200674057, 0.032537978142499924]","[0.7049770355224609, 0.48913660645484924, 0.03502267226576805]","[0.7183961868286133, 0.4908345639705658, 0.040618687868118286]","[0.7360270023345947, 0.4975565969944, 0.060481540858745575]","[0.7173903584480286, 0.5015133023262024, 0.04112953692674637]","[0.7038792967796326, 0.5021690130233765, 0.03526566922664642]","[0.6902436017990112, 0.5014835000038147, 0.03287743777036667]","[0.57233065366745, 0.49580609798431396, 0.021199531853199005]","[0.5438782572746277, 0.4873732626438141, 0.010560770519077778]","[0.5305131673812866, 0.48688697814941406, 0.009432895109057426]","[0.5163010954856873, 0.4884381592273712, 0.011319596320390701]","[0.4951944351196289, 0.4948146343231201, 0.025998450815677643]","[0.5177513957023621, 0.49928027391433716, 0.01244540885090828]","[0.532196044921875, 0.5001314282417297, 0.00995109137147665]","[0.5462402105331421, 0.4995300769805908, 0.011240922845900059]","[0.5534506440162659, 0.5943571329116821, -0.023186611011624336]","[0.6085351705551147, 0.5910792350769043, -0.04641667753458023]","[0.6428203582763672, 0.5911704897880554, -0.04095933586359024]","[0.6859663128852844, 0.5943509936332703, -0.004701020661741495]","[0.643330454826355, 0.5926586985588074, -0.04284485802054405]","[0.6085212230682373, 0.5926475524902344, -0.04877948760986328]","[0.6222647428512573, 0.4118651747703552, 0.021582940593361855]","[0.6206185221672058, 0.6684612035751343, -0.031990520656108856]"
"[0.6646329760551453, 0.4971063435077667, 0.03666909039020538]","[0.6913936734199524, 0.48944348096847534, 0.032666657119989395]","[0.7046964168548584, 0.4891052544116974, 0.03515429049730301]","[0.7180665135383606, 0.49079808592796326, 0.040744464844465256]","[0.7356356382369995, 0.4974847435951233, 0.060550350695848465]","[0.7170343399047852, 0.5013957023620605, 0.041266292333602905]","[0.7035558223724365, 0.5020429491996765, 0.03539501875638962]","[0.6899732947349548, 0.5013636350631714, 0.0329941101372242]","[0.5725553035736084, 0.49567970633506775, 0.021130774170160294]","[0.5441983938217163, 0.4872857332229614, 0.01047786045819521]","[0.5308937430381775, 0.48680585622787476, 0.009315449744462967]","[0.5167374610900879, 0.4883415102958679, 0.011161223985254765]","[0.4956508278846741, 0.4946367144584656, 0.02573644183576107]","[0.518221914768219, 0.4990588426589966, 0.01231463998556137]","[0.5326260328292847, 0.499918669462204, 0.009846078231930733]","[0.5466025471687317, 0.4993380606174469, 0.011155531741678715]","[0.5531535744667053, 0.5942086577415466, -0.02300580032169819]","[0.6084557771682739, 0.5909987092018127, -0.04627694562077522]","[0.6428577303886414, 0.5911179184913635, -0.04079374298453331]","[0.6861066222190857, 0.5942987203598022, -0.004403712693601847]","[0.6433197259902954, 0.5925730466842651, -0.04268772527575493]","[0.6084315776824951, 0.5925424695014954, -0.048645347356796265]","[0.6223096251487732, 0.41200873255729675, 0.021495958790183067]","[0.6203758716583252, 0.668427586555481, -0.03215409815311432]"
"[0.6644666790962219, 0.4971105754375458, 0.0364873930811882]","[0.6912752985954285, 0.4893738031387329, 0.032443784177303314]","[0.7046036124229431, 0.48903873562812805, 0.03491735830903053]","[0.717970609664917, 0.4907498359680176, 0.04050232470035553]","[0.7354741096496582, 0.4974674582481384, 0.060323260724544525]","[0.716922402381897, 0.501396656036377, 0.04104642942547798]","[0.7034491896629333, 0.5020548701286316, 0.03518374636769295]","[0.6898497343063354, 0.5013798475265503, 0.03279179334640503]","[0.572578489780426, 0.4957159757614136, 0.0210549458861351]","[0.5441678762435913, 0.48724204301834106, 0.010409527458250523]","[0.5308365821838379, 0.4867604970932007, 0.00925748236477375]","[0.5166780948638916, 0.48831576108932495, 0.011119258590042591]","[0.49566733837127686, 0.49466124176979065, 0.025737550109624863]","[0.5181933045387268, 0.49911361932754517, 0.012290913611650467]","[0.5325859785079956, 0.4999808669090271, 0.009803864173591137]","[0.5465774536132812, 0.49940043687820435, 0.011099749244749546]","[0.5531980395317078, 0.5942507386207581, -0.02281162701547146]","[0.6084548234939575, 0.5910782814025879, -0.04612983018159866]","[0.6428242325782776, 0.5911766886711121, -0.040684040635824203]","[0.6860877275466919, 0.5942661166191101, -0.004355234559625387]","[0.6433087587356567, 0.5926490426063538, -0.042471565306186676]","[0.6084302067756653, 0.5926373600959778, -0.048388101160526276]","[0.6222769618034363, 0.4120814800262451, 0.021196946501731873]","[0.6203176379203796, 0.6682145595550537, -0.03180592134594917]"
"[0.6642752885818481, 0.49709418416023254, 0.037088748067617416]","[0.6911078691482544, 0.48964935541152954, 0.03304636850953102]","[0.7043207287788391, 0.48936668038368225, 0.035496264696121216]","[0.7175790071487427, 0.49108925461769104, 0.04101845994591713]","[0.7351585626602173, 0.49772772192955017, 0.060685500502586365]","[0.7165968418121338, 0.501505434513092, 0.04145539924502373]","[0.7031371593475342, 0.5021102428436279, 0.035639893263578415]","[0.6895655989646912, 0.5013942122459412, 0.033289216458797455]","[0.5727464556694031, 0.49558496475219727, 0.0219633337110281]","[0.5444555282592773, 0.4873146116733551, 0.01146936696022749]","[0.5312379598617554, 0.4868510365486145, 0.010355288162827492]","[0.5171840786933899, 0.48838865756988525, 0.012205269187688828]","[0.49611222743988037, 0.49461063742637634, 0.026764875277876854]","[0.5185157656669617, 0.49896475672721863, 0.013268323615193367]","[0.532871425151825, 0.49983036518096924, 0.010745651088654995]","[0.546826183795929, 0.49925118684768677, 0.012013877741992474]","[0.5530443787574768, 0.5937865972518921, -0.023673327639698982]","[0.6079016327857971, 0.5904937982559204, -0.04667598381638527]","[0.6421281099319458, 0.5906298160552979, -0.04136247560381889]","[0.6853789687156677, 0.5939378142356873, -0.0056265112943947315]","[0.6425003409385681, 0.5919511318206787, -0.04321831092238426]","[0.6078590750694275, 0.5918901562690735, -0.04900902509689331]","[0.622615396976471, 0.4120728373527527, 0.02355308085680008]","[0.6193439960479736, 0.6684494018554688, -0.03414182364940643]"
"[0.6637280583381653, 0.49688562750816345, 0.036967307329177856]","[0.6905343532562256, 0.4895593822002411, 0.03286218270659447]","[0.7036973237991333, 0.4893040060997009, 0.03525549918413162]","[0.7168735265731812, 0.4910324811935425, 0.040692880749702454]","[0.7343395352363586, 0.49761244654655457, 0.0601988323032856]","[0.7158631086349487, 0.5013670325279236, 0.041158027946949005]","[0.7024331092834473, 0.5019569396972656, 0.035395070910453796]","[0.6888737082481384, 0.5012195706367493, 0.03310156613588333]","[0.5728514790534973, 0.49543997645378113, 0.022254597395658493]","[0.5446467995643616, 0.4873601496219635, 0.01188172958791256]","[0.5315081477165222, 0.48695096373558044, 0.010820056311786175]","[0.5175597667694092, 0.48851698637008667, 0.012677276507019997]","[0.4966643154621124, 0.4946748912334442, 0.02715395949780941]","[0.518945574760437, 0.49893271923065186, 0.013740180060267448]","[0.5332207679748535, 0.49977073073387146, 0.01118179690092802]","[0.547095000743866, 0.4991554021835327, 0.012405783869326115]","[0.5533570647239685, 0.5942904353141785, -0.023896262049674988]","[0.607654869556427, 0.5907431244850159, -0.04648524522781372]","[0.6413596868515015, 0.5908671021461487, -0.04134871065616608]","[0.684245765209198, 0.59438556432724, -0.0063576833344995975]","[0.6417551636695862, 0.5923097729682922, -0.04313323646783829]","[0.6074645519256592, 0.5922646522521973, -0.04875088483095169]","[0.622169017791748, 0.41254696249961853, 0.024059997871518135]","[0.6189494729042053, 0.6691464781761169, -0.03421055153012276]"
"[0.6630505919456482, 0.4969824552536011, 0.03727659583091736]","[0.6899412274360657, 0.4895782768726349, 0.03316078335046768]","[0.7031494975090027, 0.4893220067024231, 0.0355319008231163]","[0.7163702249526978, 0.4910644292831421, 0.04093211889266968]","[0.7338874936103821, 0.49770429730415344, 0.06038163974881172]","[0.715404212474823, 0.5014702677726746, 0.04130785912275314]","[0.7019695043563843, 0.5020597577095032, 0.035565800964832306]","[0.6883764266967773, 0.5013293623924255, 0.033324677497148514]","[0.5720560550689697, 0.4956592619419098, 0.02280193381011486]","[0.5437679290771484, 0.48755326867103577, 0.012535183690488338]","[0.5305526852607727, 0.48714974522590637, 0.011511316522955894]","[0.5165538787841797, 0.4887591600418091, 0.013391928747296333]","[0.49567943811416626, 0.4950305223464966, 0.02789449691772461]","[0.5179519653320312, 0.4992850422859192, 0.01436007209122181]","[0.5322518348693848, 0.5000892877578735, 0.011753209866583347]","[0.5461762547492981, 0.4994461238384247, 0.01296401396393776]","[0.5531985759735107, 0.5948181748390198, -0.02441241592168808]","[0.6073135137557983, 0.5909565091133118, -0.04707476869225502]","[0.6409691572189331, 0.5910215973854065, -0.04200801998376846]","[0.6838151812553406, 0.5947059988975525, -0.0070710014551877975]","[0.6414645910263062, 0.5927931666374207, -0.04374033212661743]","[0.6070848703384399, 0.5927969217300415, -0.04928934946656227]","[0.6211175322532654, 0.4129523038864136, 0.02536638267338276]","[0.6189539432525635, 0.6694383025169373, -0.03487598896026611]"
"[0.6629925966262817, 0.49695730209350586, 0.03770943731069565]","[0.6899315118789673, 0.4895275831222534, 0.033637966960668564]","[0.7031794190406799, 0.4892674386501312, 0.036013975739479065]","[0.716440737247467, 0.4910082221031189, 0.04141995683312416]","[0.734017550945282, 0.4976598620414734, 0.060857776552438736]","[0.7155227661132812, 0.5014263391494751, 0.04168884828686714]","[0.702069878578186, 0.5020188689231873, 0.035935599356889725]","[0.6884539127349854, 0.5012973546981812, 0.033708881586790085]","[0.571655809879303, 0.4956299960613251, 0.02325008250772953]","[0.5433043241500854, 0.4874877333641052, 0.01302257552742958]","[0.5300238132476807, 0.4870734214782715, 0.01200161688029766]","[0.5159724950790405, 0.4886827766895294, 0.013887648470699787]","[0.4950598180294037, 0.49498647451400757, 0.028408722952008247]","[0.5173254609107971, 0.4992586374282837, 0.01476861722767353]","[0.5316662192344666, 0.500058650970459, 0.012142871506512165]","[0.54564368724823, 0.49941936135292053, 0.013368306681513786]","[0.5532434582710266, 0.594806432723999, -0.024955926463007927]","[0.6072706580162048, 0.5906988978385925, -0.04768459126353264]","[0.6409412622451782, 0.5907379388809204, -0.04258167743682861]","[0.6837512850761414, 0.5946099162101746, -0.007581277284771204]","[0.6414709091186523, 0.592768132686615, -0.04420511797070503]","[0.6070278286933899, 0.5927923917770386, -0.04978201910853386]","[0.6207612752914429, 0.4130304455757141, 0.026500128209590912]","[0.6191126108169556, 0.6690824031829834, -0.035662464797496796]"
"[0.663071870803833, 0.4970216155052185, 0.037904832512140274]","[0.6899453997612, 0.48956388235092163, 0.033819105476140976]","[0.7031576037406921, 0.4892998933792114, 0.03616826608777046]","[0.7164077758789062, 0.49104171991348267, 0.041543759405612946]","[0.73399817943573, 0.4977315664291382, 0.06091901659965515]","[0.7155703902244568, 0.5015002489089966, 0.041776642203330994]","[0.7021313309669495, 0.5020988583564758, 0.036043837666511536]","[0.6885190606117249, 0.5013719797134399, 0.03384549915790558]","[0.571677029132843, 0.4957530200481415, 0.023667577654123306]","[0.5433130860328674, 0.4876110255718231, 0.013521815650165081]","[0.5300552845001221, 0.48720839619636536, 0.012519177049398422]","[0.5160132646560669, 0.4888288080692291, 0.01441376656293869]","[0.4951351284980774, 0.49519839882850647, 0.02894136868417263]","[0.5173672437667847, 0.4994637668132782, 0.015254425816237926]","[0.5316969156265259, 0.5002493858337402, 0.012615089304745197]","[0.5456659197807312, 0.4995894134044647, 0.013811975717544556]","[0.5531874299049377, 0.5949064493179321, -0.025123707950115204]","[0.6073840856552124, 0.5907715559005737, -0.04784364253282547]","[0.641071617603302, 0.590796172618866, -0.04282858967781067]","[0.6840808391571045, 0.5946471691131592, -0.008012364618480206]","[0.6415838599205017, 0.5926284790039062, -0.04465147480368614]","[0.6071292161941528, 0.5926718711853027, -0.05014001950621605]","[0.6207922697067261, 0.41297051310539246, 0.02728022262454033]","[0.6192090511322021, 0.6691086888313293, -0.03661491721868515]"
"[0.663764476776123, 0.49745240807533264, 0.03762630745768547]","[0.6906347870826721, 0.4899637699127197, 0.03348613157868385]","[0.7038390040397644, 0.48968759179115295, 0.03583341836929321]","[0.7171200513839722, 0.4914064407348633, 0.04125980660319328]","[0.7349094152450562, 0.4981105923652649, 0.06076395511627197]","[0.7165079116821289, 0.5018719434738159, 0.04148915410041809]","[0.7030530571937561, 0.5024922490119934, 0.035775911062955856]","[0.6894120573997498, 0.501782238483429, 0.033569660037755966]","[0.5719478130340576, 0.4961915910243988, 0.023436931893229485]","[0.5435032248497009, 0.487998902797699, 0.01321646012365818]","[0.530224084854126, 0.48756933212280273, 0.012228959240019321]","[0.5161487460136414, 0.4891638159751892, 0.014192767441272736]","[0.4950920641422272, 0.4955350160598755, 0.028912236914038658]","[0.5172843337059021, 0.4998103976249695, 0.015079366974532604]","[0.5316479206085205, 0.5006243586540222, 0.012422386556863785]","[0.5456944704055786, 0.49999815225601196, 0.013590969145298004]","[0.5520273447036743, 0.5941330194473267, -0.024240493774414062]","[0.6071842908859253, 0.5904879570007324, -0.04775016009807587]","[0.6417153477668762, 0.5905752182006836, -0.04261786863207817]","[0.6856186389923096, 0.5941550731658936, -0.007025101222097874]","[0.6421990394592285, 0.5920342803001404, -0.044708725064992905]","[0.6071218252182007, 0.5920232534408569, -0.050290171056985855]","[0.621129035949707, 0.4124123454093933, 0.026452388614416122]","[0.6198546886444092, 0.6682569980621338, -0.03675702586770058]"
"[0.6644797921180725, 0.49737876653671265, 0.03795262426137924]","[0.691281259059906, 0.4899614751338959, 0.033851269632577896]","[0.7044492959976196, 0.48970210552215576, 0.036201998591423035]","[0.7177042961120605, 0.491424024105072, 0.041607778519392014]","[0.7355037927627563, 0.4981294274330139, 0.06107383221387863]","[0.7170977592468262, 0.5018829703330994, 0.04180758073925972]","[0.7036477327346802, 0.5024782419204712, 0.03609005734324455]","[0.6900242567062378, 0.501748263835907, 0.033882685005664825]","[0.5724191665649414, 0.49600738286972046, 0.02373300865292549]","[0.5440610647201538, 0.4878619909286499, 0.013535074889659882]","[0.530829906463623, 0.4874166250228882, 0.012559658847749233]","[0.5167467594146729, 0.4889739155769348, 0.014486858621239662]","[0.49555206298828125, 0.4952966868877411, 0.02915785275399685]","[0.5178557634353638, 0.4995981454849243, 0.015327763743698597]","[0.5322458744049072, 0.5004051923751831, 0.012683121487498283]","[0.5462616086006165, 0.4997810125350952, 0.013854887336492538]","[0.552208662033081, 0.593637228012085, -0.024579770863056183]","[0.6076015830039978, 0.5900871753692627, -0.047921836376190186]","[0.6422425508499146, 0.5902458429336548, -0.04279147461056709]","[0.6860057711601257, 0.5938873291015625, -0.007312122266739607]","[0.6426183581352234, 0.5914891958236694, -0.045027513056993484]","[0.607568085193634, 0.5914130210876465, -0.05061684548854828]","[0.6222398281097412, 0.41212570667266846, 0.027163054794073105]","[0.6197300553321838, 0.6678956151008606, -0.03762993961572647]"
"[0.664577066898346, 0.4972962737083435, 0.03783459588885307]","[0.6913086771965027, 0.4899354875087738, 0.0337786003947258]","[0.7044223546981812, 0.48968228697776794, 0.03613417223095894]","[0.7176221013069153, 0.4914020895957947, 0.04152394086122513]","[0.7353674173355103, 0.4980843961238861, 0.06092406064271927]","[0.7170066833496094, 0.5018045902252197, 0.04173281043767929]","[0.703596830368042, 0.5023953914642334, 0.03602336719632149]","[0.6900181174278259, 0.5016668438911438, 0.033815525472164154]","[0.5730381011962891, 0.4958539605140686, 0.023554526269435883]","[0.5448199510574341, 0.48772814869880676, 0.013364635407924652]","[0.5316755771636963, 0.48728030920028687, 0.012377073056995869]","[0.5176645517349243, 0.4888164699077606, 0.01427950244396925]","[0.49650657176971436, 0.4950838088989258, 0.02886289730668068]","[0.518720269203186, 0.49936360120773315, 0.015131299383938313]","[0.5330485701560974, 0.5001884698867798, 0.01251694280654192]","[0.5469980239868164, 0.4995865821838379, 0.013699615374207497]","[0.5522138476371765, 0.5932562351226807, -0.02433428168296814]","[0.6076974272727966, 0.5897873044013977, -0.04771330580115318]","[0.642422080039978, 0.5899759531021118, -0.0425482913851738]","[0.6861792802810669, 0.5936257243156433, -0.0069633470848202705]","[0.6427538990974426, 0.5912249088287354, -0.044811610132455826]","[0.6076804995536804, 0.5911241769790649, -0.0504475012421608]","[0.6226668953895569, 0.4120716452598572, 0.026966577395796776]","[0.6198662519454956, 0.6677284836769104, -0.037652790546417236]"
"[0.664638102054596, 0.4972902238368988, 0.03789244964718819]","[0.6914953589439392, 0.48997995257377625, 0.033785637468099594]","[0.7046318054199219, 0.4897392988204956, 0.03611971437931061]","[0.7178580164909363, 0.49147623777389526, 0.04150788486003876]","[0.7356746196746826, 0.4981743097305298, 0.060918424278497696]","[0.717212438583374, 0.50188148021698, 0.04173283651471138]","[0.7037369012832642, 0.5024527907371521, 0.03602880239486694]","[0.6901120543479919, 0.5017006397247314, 0.03383180871605873]","[0.5730313062667847, 0.4957886040210724, 0.023747026920318604]","[0.5447869896888733, 0.4876713454723358, 0.01357928104698658]","[0.5316371917724609, 0.4872214198112488, 0.012610058300197124]","[0.5175886750221252, 0.4887493848800659, 0.014528007246553898]","[0.49631407856941223, 0.4950091242790222, 0.02914503775537014]","[0.51861172914505, 0.4993070363998413, 0.015379717573523521]","[0.5329899191856384, 0.5001305341720581, 0.012756305746734142]","[0.5469669699668884, 0.49952179193496704, 0.013924092054367065]","[0.5513184666633606, 0.5932869911193848, -0.024096094071865082]","[0.6073793172836304, 0.5898147225379944, -0.0478513166308403]","[0.6424961090087891, 0.5900064706802368, -0.04273790866136551]","[0.6867043972015381, 0.5936446785926819, -0.006831254344433546]","[0.6427522897720337, 0.5913459658622742, -0.04507414251565933]","[0.6072887182235718, 0.5912449359893799, -0.05066618323326111]","[0.6229905486106873, 0.4119693636894226, 0.027145802974700928]","[0.6193274259567261, 0.668055534362793, -0.038042496889829636]"
"[0.6645211577415466, 0.49734219908714294, 0.03773573786020279]","[0.6914351582527161, 0.49016401171684265, 0.03354686126112938]","[0.704559862613678, 0.48994123935699463, 0.035854220390319824]","[0.7177767753601074, 0.49167558550834656, 0.041210126131772995]","[0.7356371879577637, 0.49831053614616394, 0.06058277562260628]","[0.717138409614563, 0.502012312412262, 0.041473180055618286]","[0.7036367654800415, 0.5025694966316223, 0.03580169752240181]","[0.6899895071983337, 0.5017980933189392, 0.033631399273872375]","[0.5729842782020569, 0.4958342909812927, 0.023853912949562073]","[0.544757604598999, 0.48786604404449463, 0.013737649656832218]","[0.5316420197486877, 0.48743727803230286, 0.012806479819118977]","[0.5176277756690979, 0.4889589548110962, 0.014753508381545544]","[0.4963802099227905, 0.4951205849647522, 0.029392771422863007]","[0.5186238288879395, 0.499389111995697, 0.015614187344908714]","[0.5329934358596802, 0.5002068281173706, 0.012961075641214848]","[0.5469576120376587, 0.49958547949790955, 0.01409817673265934]","[0.5512209534645081, 0.593437910079956, -0.024013742804527283]","[0.6071478128433228, 0.5899576544761658, -0.047686267644166946]","[0.6421879529953003, 0.5901737213134766, -0.042688820511102676]","[0.6865166425704956, 0.5938878059387207, -0.00710799265652895]","[0.6424358487129211, 0.5914164781570435, -0.045081160962581635]","[0.6070384979248047, 0.591288149356842, -0.050552159547805786]","[0.622836709022522, 0.4120447635650635, 0.02719568833708763]","[0.6190293431282043, 0.6682361960411072, -0.038111571222543716]"
